char,pron
好路數,häu2 lu6 su1
雜食,zap6 säk6
被單,pi1 dæng1
只為,zi2 wäi6
彌敦道,ni4 däng1 däu6
被窩,pi1 wo1
跳掣,tiu1 zäi1
既為,gi1 wäi4
驚心動魄,gäng1 säm1 dung6 pæk2
聽教,teng1 gäu1
盡力而為,zäng6 läk6 yi4 wäi4
裝假狗,zong1 ga2 gäu2
喜怒哀樂,hi2 nu6 wui1 lok6
男伴,nam4 bung6
醒定,säng2 däng6
上湯,söng6 tong1
話卡,wa6 kæk2
領口,leng1 häu2
消息人士,siu1 säk2 yäng4 si6
第二度,däi6 yi6 du6
惡死,ok2 si2
安樂窩,wung1 lok6 wo1
省時,sæng2 si4
骨質疏鬆,gwäk2 zäk2 so1 sung1
板仔,bæng2 zäi2
參考書,cam1 hau2 sü1
放數,fong1 su1
驚歎,gäng1 tæng1
下筆,ha6 bäk2
普魯士,pu2 lu1 si6
重遊,cung4 yäu4
宴請,ying1 ceng2
老生常談,läu1 säng1 söng4 tam4
問長問短,mäng6 cöng4 mäng6 düng2
散沙,sæng2 sa1
化為烏有,fa1 wäi4 wu1 yäu1
一盤散沙,yäk2 pung4 sæng2 sa1
百毒不侵,bæk2 duk6 bäk2 cäm1
出生入死,cäk2 säng1 yäp6 si2
靚靚,leng1 leng1
聽障,täng1 zöng1
好自為之,häu2 zi6 wäi4 zi1
同道中人,tung4 däu6 zung1 yäng4
打野戰,da2 ye1 zing1
海上,fui2 söng6
卡其,ka1 ki4
實而不華,säk6 yi4 bäk2 wa4
更快,gäng1 fai1
好似有,häu2 ci1 yäu1
着陸,zök6 luk6
拗頸,au1 geng2
刺鼻,ci1 bi6
邊種,bing1 zung2
傳宗接代,cüng4 zung1 zip2 döi6
格食格,gæk2 säk6 gæk2
食風,säk6 fung1
話落,wa6 lok6
包青天,bau1 cäng1 ting1
易容,yäk6 yung4
撥打,buk6 da2
前車可鑑,cing4 gü1 ho2 gam1
十二生肖,säp6 yi6 säng1 ciu1
真毒,zäng1 duk6
刷卡,cak2 kæk2
車迷,ce1 mäi4
印度人,yäng1 du6 yäng4
兩架,löng1 ga1
打打殺殺,da2 da2 sæk2 sæk2
絕頂,zük6 däng2
行大運,hæng4 dai6 wäng6
謠傳,yiu4 cüng4
痛不欲生,tung1 bäk2 yuk6 säng1
兩天,löng1 ting1
看着,fung1 zök6
盧卡古,lu4 ka1 gwu2
扁平足,bing2 päng4 zuk2
簽卡,cim1 kæk2
校裙,hau6 kwäng4
吃不消,hek2 bäk2 siu1
要生要死,yiu1 sæng1 yiu1 si2
代議士,döi6 yi1 si6
修道,säu1 däu6
更名,gäng1 mäng4
食蟹,säk6 hai1
愛華頓,wui1 wa4 däng6
懷疑人生,wai4 yi4 yäng4 säng1
不懷好意,bäk2 wai4 häu2 yi1
典解,ding2 gai2
力道,läk6 däu6
未雨綢繆,mi6 yü1 cäu4 mäu4
工作上,gung1 zok2 söng6
好猛,häu2 mæng1
逃出生天,täu4 cäk2 säng1 ting1
解手,gai2 säu2
心靈雞湯,säm1 läng4 gäi1 tong1
點錯相,dim2 co1 söng1
落仔,lok6 zäi2
長年累月,cöng4 ning4 löi6 ngük6
生疑,säng1 yi4
入咪,yäp6 mäi1
兩層,löng1 cäng4
傳譯,cüng4 yäk6
好得閒,häu2 däk2 hæng4
話頭,wa6 täu4
泡湯,pau1 tong1
上貨,söng1 fo1
被視為,bi6 si6 wäi4
遇難者,yü6 næng6 ze2
鄧炳強,däng6 bäng2 köng4
做生日,zu6 sæng1 yäk6
車齡,ce1 läng4
打底褲,da2 däi2 fu1
摩托車,mo1 tok2 ce1
昇平,säng1 päng4
廳長,täng1 zöng2
不亦樂乎,bäk2 yäk6 lok6 fu4
報數,bäu1 su1
官校,gwung1 hau6
散裝,sæng2 zong1
躺平,tong2 päng4
摺被,zip2 pi1
頁數,yip6 su1
長過,cöng4 gwo1
一兩句,yäk2 löng1 gü1
武士道,mu1 si6 däu6
不一會,bäk2 yäk2 wui6
心上人,säm1 söng6 yäng4
身先士卒,säng1 sing1 si6 zäk2
被問到,bi6 mäng6 däu1
融和,yung4 wo4
不公平,bäk2 gung1 päng4
都好聽,du1 häu2 teng1
假狗,ga2 gäu2
雞仔聲,gäi1 zäi2 säng1
差池,ca1 ci4
暴戾,bäu6 löi6
穿上,cüng1 söng1
好食好住,häu2 säk6 häu2 zü6
惡言相向,ok2 ying4 söng1 höng1
食生菜,säk6 sæng1 cöi1
的士高,däk2 si6 gäu1
因數,yäng1 su1
數口,su1 häu2
觸目驚心,zuk2 muk6 gäng1 säm1
動量,dung6 löng6
馬刺,ma1 ci1
盡數,zäng6 su1
打孖上,da2 ma1 söng1
屎片,si2 ping2
曾孫,zäng1 süng1
打鑊,da2 wok6
快高長大,fai1 gäu1 zöng2 dai6
洗太平地,säi2 tai1 päng4 di6
腳掣,gök2 zäi1
生口,sæng1 häu2
上軌道,söng1 gwäi2 däu6
扎醒,zæk2 seng2
斷然,düng6 ying4
乾衣機,gung1 yi1 gi1
便器,bing6 hi1
輕而易舉,häng1 yi4 yi6 gü2
沒趣,muk6 cü1
倒灌,däu1 gwung1
一唱一和,yäk2 cöng1 yäk2 wo4
胃酸倒流,wäi6 süng1 däu1 läu4
轉入,züng2 yäp6
驚愕,gäng1 ngok6
狠毒,häng2 duk6
聯校,lüng4 hau6
抓着,zau2 zök6
卒仔,zäk2 zäi2
長夜,cöng4 ye6
會展,wui6 zing2
背泳,bui1 wäng6
機場巴士,gi1 cöng4 ba1 si2
名成利就,mäng4 säng4 li6 zäu6
聲淚俱下,säng1 löi6 kü1 ha6
最好不過,zöi1 häu2 bäk2 gwo1
打齊,da2 cäi4
心肌梗塞,säm1 gi1 gäng2 säk2
野仔,ye1 zäi2
打蠟,da2 lap6
荷葉,ho4 yip6
兩面,löng1 ming6
彈槍,dæng6 cöng1
街數,gai1 su1
上市公司,söng1 si1 gung1 si1
隨傳隨到,cöi4 cüng4 cöi4 däu1
穿梭巴士,cüng1 so1 ba1 si2
白金卡,bæk6 gäm1 ka1
不計其數,bäk2 gäi1 ki4 su1
覆沒,fuk2 muk6
投閒置散,täu4 hæng4 zi1 sæng2
天生麗質,ting1 sæng1 läi6 zäk2
字裏行間,zi6 li1 hong4 gæng1
長糧,cöng4 löng4
校慶,hau6 häng1
樂評,ngok6 päng4
燒着,siu1 zök6
數次,su1 ci1
整數,zäng2 su1
打下機,da2 ha1 gi1
向好,höng1 häu2
拖手仔,to1 säu2 zäi2
為免,wäi4 ming1
落畫,lok6 wa6
肺結核,fäi1 gik2 häk6
下底,ha6 däi2
潦倒,läu1 däu2
排解,pai4 gai2
生鏽,sæng1 säu1
靈界,läng4 gai1
手下敗將,säu2 ha6 bai6 zöng1
兩頭,löng1 täu4
生招牌,sæng1 ziu1 pai4
被選為,bi6 süng2 wäi4
縫合,fung4 häp6
下賤,ha6 zing6
為人師表,wäi4 yäng4 si1 biu2
食鬼,säk6 gwäi2
通便,tung1 bing6
針卡,zäm1 kæk2
發窮惡,fæk2 kung4 ok2
兩手空空,löng1 säu2 hung1 hung1
無生命,mu4 säng1 mäng6
惺惺相惜,säng1 säng1 söng1 säk2
醒醒定定,säng2 säng2 däng6 däng6
餅卡,beng2 kæk2
桌上,cök2 söng6
佳話,gai1 wa6
大咪,dai6 mäi1
難逢,næng4 fung4
下半年,ha6 bung1 ning4
好好先生,häu2 häu2 sing1 sæng1
着草,zök2 cäu2
不良於行,bäk2 löng4 yü1 häng4
赴會,fu6 wui6
德士,däk2 si6
嬰兒車,yäng1 yi4 ce1
老羞成怒,läu1 säu1 säng4 nu6
校內,hau6 nöi6
生鬼,sæng1 gwäi2
一鑊泡,yäk2 wok6 päu1
斷六親,tüng1 luk6 cäng1
當食生菜,dong1 säk6 sæng1 cöi1
行刺,häng4 ci1
不置可否,bäk2 zi1 ho2 fäu2
難兄難弟,næng4 häng1 næng4 däi6
天公地道,ting1 gung1 di6 däu6
功德無量,gung1 däk2 mu4 löng4
目不轉睛,muk6 bäk2 züng2 zäng1
生定,sæng1 däng6
頂撞,däng2 zong6
凡士林,fæng4 si6 läm4
查數,ca4 su1
兩班,löng1 bæng1
心裏有數,säm1 li1 yäu1 su1
聖靈,säng1 läng4
轉為,züng2 wäi4
反轉豬肚,fæng2 züng1 zü1 tu1
顏射,ngæng4 se6
上下其手,söng6 ha6 ki4 säu2
數下,su1 ha1
很少,häng2 siu2
量子力學,löng6 zi2 läk6 hok6
和而不同,wo4 yi4 bäk2 tung4
差事,cai1 si6
低聲下氣,däi1 säng1 ha6 hi1
當更,dong1 gæng1
轉插,züng1 cap2
背熟,bui6 suk6
獨生,duk6 säng1
吃了,hek2 liu1
樂此不疲,lok6 ci2 bäk2 pi4
數簿,su1 bu2
見習生,ging1 zap6 säng1
平房,päng4 fong4
天長地久,ting1 cöng4 di6 gäu2
旁門左道,pong4 mung4 zo2 däu6
幾種,gi2 zung2
卡關,ka1 gwæng1
新年快樂,säng1 ning4 fai1 lok6
誦經,zung6 gäng1
花仔,fa1 zäi2
輕心,häng1 säm1
兩三個鐘,löng1 sam1 go1 zung1
凹凸不平,näp2 däk6 bäk2 päng4
自行車,zi6 häng4 ce1
坐定粒六,zo6 däng6 näp2 luk6
有色人種,yäu1 säk2 yäng4 zung2
問題上,mäng6 täi4 söng6
太上皇,tai1 söng6 wong4
獨生子,duk6 säng1 zi2
尤為,yäu4 wäi4
為害,wäi4 fui6
碗仔翅,wung2 zäi2 ci1
掛斷,gwa1 tüng1
藉詞,ze1 ci4
殿下,ding6 ha6
繁重,fæng4 zung6
難辭其咎,næng4 ci4 ki4 gäu1
銀兩,ngäng4 löng2
驚天動地,gäng1 ting1 dung6 di6
步步為營,bu6 bu6 wäi4 yäng4
投其所好,täu4 ki4 so2 häu2
請唔請,cäng2 m4 cäng2
鬼打,gwäi2 da2
上契,söng1 käi1
上列,söng6 lik6
傾兩句,käng1 löng1 gü1
生面口,sæng1 ming6 häu2
為時已晚,wäi4 si4 yi1 mæng1
強盛,köng4 säng6
盛名,säng6 mäng4
少校,siu1 gau1
撈家,läu1 ga1
三種,sam1 zung2
食波餅,säk6 bo1 beng2
龍仔,lung4 zäi2
漫不經心,mæng6 bäk2 gäng1 säm1
生保,sæng1 bäu2
兩百,löng1 bæk2
兩三次,löng1 sam1 ci1
牙縫,nga4 fung4
愛迪生,wui1 däk6 säng1
蛇仔,se4 zäi2
重修,cung4 säu1
度蜜月,du6 mäk6 ngük6
姑丈,gwu1 zöng2
下功夫,ha6 gung1 fu1
收生,säu1 säng1
和唱,wo6 cöng1
髒話,zong1 wa6
假手於人,ga2 säu2 yü1 yäng4
水平線,söi2 päng4 sing1
傳真機,cüng4 zäng1 gi1
打電腦,da2 ding6 näu1
乾咳,gung1 käk2
替天行道,täi1 ting1 häng4 däu6
轉捩,züng2 lik6
善解人意,sing6 gai2 yäng4 yi1
讀過書,duk6 gwo1 sü1
下裝,ha6 zong1
生日卡,sæng1 yäk6 kæk2
死仔,si2 zäi2
屈蛇,wäk2 se4
炸兩,za1 löng2
從影,cung4 yäng2
栓塞,sæng1 säk2
不成文,bäk2 säng4 mäng4
捕食,bu6 säk6
老鼠仔,läu1 sü2 zäi2
爬上,pa4 söng1
聽教聽話,teng1 gäu1 teng1 wa6
正話,zäng1 wa6
祖傳,zu2 cüng4
不得其解,bäk2 däk2 ki4 gai2
便攜,bing6 kwäi4
打丁,da2 däng1
唔着,m4 zök6
食古不化,säk6 gwu2 bäk2 fa1
和平共處,wo4 päng4 gung6 cü1
如釋重負,yü4 säk2 cung1 fu6
兩全其美,löng1 cüng4 ki4 mi1
急功近利,gäp2 gung1 gäng6 li6
樂章,ngok6 zöng1
代行,döi6 häng4
生息,sæng1 säk2
盛會,säng6 wui6
變為,bing1 wäi4
一地兩檢,yäk2 di6 löng1 gim2
散買,sæng2 mai1
填平,ting4 päng4
節外生枝,zik2 wui6 säng1 zi1
覺唔覺得,gok2 m4 gok2 däk2
靈光一閃,läng4 gwong1 yäk2 sim2
仇敵,säu4 däk6
超強,ciu1 köng4
荷花,ho4 fa1
適者生存,säk2 ze2 säng1 cüng4
曾有,cäng4 yäu1
扯線公仔,ce2 sing1 gung1 zäi2
的士司機,däk2 si2 si1 gi1
頂我,däng2 ngo1
講假,gong2 ga2
估估下,gwu2 gwu2 ha1
兇惡,hung1 ok2
怨聲載道,yüng1 säng1 zöi1 däu6
倒下,däu2 ha6
五成,ng1 säng4
泡芙,pau1 fu4
紓解,sü1 gai2
行天橋,hæng4 ting1 kiu4
黑車,häk2 ce1
以和為貴,yi1 wo4 wäi4 gwäi1
啦嘛,la1 ma1
字畫,zi6 wa6
鄧小平,däng6 siu2 päng4
虛驚,hü1 gäng1
傳情,cüng4 cäng4
讀屎片,duk6 si2 ping2
薰陶,fäng1 täu4
結為,gik2 wäi4
腳仔軟,gök2 zäi2 yüng1
萬里長城,mæng6 li1 cöng4 säng4
識話,säk2 wa6
駝背,to4 bui1
讀本,duk6 bung2
中國經濟,zung1 gwok2 gäng1 zäi1
剛強,gong1 köng4
食硬,säk6 ngæng6
先行者,sing1 häng4 ze2
乘數,säng4 su1
地下錢莊,di6 ha6 cing4 zong1
水生,söi2 säng1
上億,söng1 yäk2
槍林彈雨,cöng1 läm4 dæng6 yü1
耕作,gæng1 zok2
稱兄道弟,cäng1 häng1 däu6 däi6
行街紙,hæng4 gai1 zi2
食價,säk6 ga1
劉德華,läu4 däk2 wa4
生命線,säng1 mäng6 sing1
地利人和,di6 li6 yäng4 wo4
解籤,gai2 cim1
打網,da2 mong1
個人衞生,go1 yäng4 wäi6 säng1
騾仔,lo4 zäi2
難聞,næng4 mäng4
數點,su1 dim2
爭先恐後,zäng1 sing1 hung2 häu6
聽香,teng1 höng1
巴士迷,ba1 si6 mäi4
泡茶,pau1 ca4
被鋪,pi1 pu1
坐墊,zo6 zing1
朝頭早,ziu1 täu4 zäu2
腎虧,säng6 kwäi1
坐言起行,zo6 ying4 hi2 häng4
狗話,gäu2 wa2
公仔麵,gung1 zäi2 ming6
生命體,säng1 mäng6 täi2
違和,wäi4 wo4
姪仔,zäk6 zäi2
樽領,zäng1 leng1
重新開機,cung4 säng1 fui1 gi1
平步青雲,päng4 bu6 cäng1 wäng4
扮好人,bæng6 häu2 yäng4
情急之下,cäng4 gäp2 zi1 ha6
釘死,deng1 si2
右上角,yäu6 söng6 gok2
頂手,däng2 säu2
三道,sam1 däu6
差婆,cai1 po4
兩本,löng1 bung2
從今以後,cung4 gäm1 yi1 häu6
上半年,söng6 bung1 ning4
打風落雨,da2 fung1 lok6 yü1
好似冇,häu2 ci1 mäu1
千載難逢,cing1 zöi2 næng4 fung4
優柔寡斷,yäu1 yäu4 gwa2 düng6
隨着,cöi4 zök6
倒果為因,däu2 gwo2 wäi4 yäng1
校正,gau1 zäng1
身光頸靚,säng1 gwong1 geng2 leng1
黃道,wong4 däu6
科長,fo1 zöng2
乾水,gung1 söi2
成王敗寇,säng4 wong4 bai6 käu1
一本正經,yäk2 bung2 zäng1 gäng1
老伴,läu1 bung6
收經,säu1 gäng1
蛇蟲鼠蟻,se4 cung4 sü2 ngäi1
塗抹,tu4 muk2
栽種,zöi1 zung1
伙數,fo2 su1
大難臨頭,dai6 næng6 läm4 täu4
四成,si1 säng4
不易,bäk2 yi6
舊好,gäu6 häu2
器重,hi1 zung6
四重奏,si1 cung4 zäu1
行雲流水,hæng4 wäng4 läu4 söi2
農耕,nung4 gæng1
天衣無縫,ting1 yi1 mu4 fung4
中成藥,zung1 säng4 yök6
本科生,bung2 fo1 säng1
重疊,cung4 dip6
經書,gäng1 sü1
兩塊,löng1 fai1
音調,yäm1 diu6
下低,ha6 däi1
兩度,löng1 du6
心有靈犀,säm1 yäu1 läng4 säi1
錯落,co1 lok6
倒行逆施,däu2 häng4 yäk6 si1
起承轉合,hi2 säng4 züng1 häp6
混和,wäng6 wo4
便溺,bing6 näk1
咬耳仔,ngau1 yi1 zäi2
太平盛世,tai1 päng4 säng6 säi1
爭逐,zäng1 zuk6
卡死,ka1 si2
換上,wung6 söng1
頂更,däng2 gæng1
經手人,gäng1 säu2 yäng4
校風,hau6 fung1
麥片,mæk6 ping2
瑞士法郎,söi6 si6 fæk2 long4
曾俊華,zäng1 zäng1 wa4
胸有成竹,hung1 yäu1 säng4 zuk2
散風,sæng1 fung1
打躉,da2 däng2
打擂台,da2 löi4 töi4
衣食無憂,yi1 säk6 mu4 yäu1
無本生利,mu4 bung2 säng1 li6
打光,da2 gwong1
經濟發展,gäng1 zäi1 fæk2 zing2
景嶺,gäng2 leng1
電解,ding6 gai2
吉普車,gäk2 pu2 ce1
一兩隻,yäk2 löng1 zek2
紐卡素,näu2 ka1 su1
少東,siu1 dung1
生忌,sæng1 gi6
度縮,dok6 suk2
食言,säk6 ying4
好少可,häu2 siu2 ho2
甜食,tim4 säk6
參加者,cam1 ga1 ze2
寄人籬下,gi1 yäng4 li4 ha6
兩項,löng1 hong6
車牌號碼,ce1 pai4 häu6 ma1
打殺,da2 sæk2
強健,köng4 ging6
六成,luk6 säng4
釘契,deng1 käi1
乾杯,gung1 bui1
行話,hong4 wa2
好淫,häu2 yäm4
約好,yök2 häu2
死不足惜,si2 bäk2 zuk2 säk2
聽住先,teng1 zü6 sing1
畫蛇添足,wæk6 se4 tim1 zuk2
珍而重之,zäng1 yi4 zung6 zi1
巴塞隆拿,ba1 cöi1 lung4 na4
顛倒黑白,ding1 däu2 häk2 bæk6
客家話,hæk2 ga1 wa2
男女校,nam4 nü1 hau6
會陰,wui6 yäm1
打搞,da2 gau2
強力部門,köng4 läk6 bu6 mung4
娓娓道來,mi1 mi1 däu6 löi4
碰碰車,pung1 pung1 ce1
大惑不解,dai6 wæk6 bäk2 gai2
校譽,hau6 yü6
引蛇出洞,yäng1 se4 cäk2 dung6
遙遙領先,yiu4 yiu4 läng1 sing1
卡利,ka1 li6
散亂,sæng2 lüng6
手作仔,säu2 zok2 zäi2
斷了,düng6 liu1
暖和,nüng1 wo4
責成,zæk2 säng4
重見天日,cung4 ging1 ting1 yäk6
乾洗,gung1 säi2
長孫,zöng2 süng1
總經理,zung2 gäng1 li1
車工,ce1 gung1
偏食,ping1 säk6
首度,säu2 du6
重工業,cung1 gung1 yip6
腳背,gök2 bui1
很重要,häng2 cung1 yiu1
亦曾,yäk6 cäng4
細食,säi1 säk6
舟車勞頓,zäu1 gü1 läu4 däng6
國畫,gwok2 wa6
天旋地轉,ting1 süng4 di6 züng1
呀屌,a1 diu2
口同鼻拗,häu2 tung4 bi6 au1
易如反掌,yi6 yü4 fæng2 zöng2
生厭,säng1 yim1
數年,su1 ning4
歡度,fung1 du6
與世無爭,yü1 säi1 mu4 zäng1
去片,hü1 ping2
強人所難,köng1 yäng4 so2 næng4
揀飲擇食,gæng2 yäm2 zæk6 säk6
泣不成聲,yäp2 bäk2 säng4 säng1
零散,läng4 sæng1
底片,däi2 ping2
好使好用,häu2 säi2 häu2 yung6
為國捐軀,wäi6 gwok2 güng1 kü1
道德感,däu6 däk2 gäm2
哀樂,wui1 ngok6
活下,wuk6 ha6
暴怒,bäu6 nu6
好人好者,häu2 yäng4 häu2 ze2
成交量,säng4 gau1 löng4
不近人情,bäk2 gäng6 yäng4 cäng4
從屬,cung4 suk6
行咇,hæng4 bik2
好屎,häu2 si2
尾班車,mi1 bæng1 ce1
拿下,na4 ha6
死過翻生,si2 gwo1 fæng1 sæng1
食開屎,säk6 fui1 si2
讀完書,duk6 yüng4 sü1
關公災難,gwæng1 gung1 zöi1 næng6
三下,sam1 ha1
收數公司,säu1 su1 gung1 si1
話定,wa6 däng6
調子,diu6 zi2
勉為其難,ming1 wäi4 ki4 næng4
散客,sæng2 hæk2
精打細算,zäng1 da2 säi1 süng1
用得着,yung6 däk2 zök6
心領,säm1 läng1
糟質,zäu1 zäk2
和藹,wo4 wui2
有數得計,yäu1 su1 däk2 gäi1
安心上路,wung1 säm1 söng1 lu6
醒了,säng2 liu1
從一而終,cung4 yäk2 yi4 zung1
很容易,häng2 yung4 yi6
椰青,ye4 ceng1
易潔鑊,yi6 gik2 wok6
廣州話,gwong2 zäu1 wa2
老爺車,läu1 ye4 ce1
生鐵,sæng1 tik2
正片,zäng1 ping2
判若兩人,pung1 yök6 löng1 yäng4
壽仔,säu6 zäi2
上聲,söng1 säng1
點着,dim2 zök6
喂呀,wäi1 a4
製片人,zäi1 ping2 yäng4
迎難而上,yäng4 næng4 yi4 söng6
下修,ha6 säu1
一言一行,yäk2 ying4 yäk2 häng4
兩對,löng1 döi1
老強,läu1 köng1
爵士樂,zök2 si6 ngok6
調查後,diu6 ca4 häu6
近因,gäng6 yäng1
兩段,löng1 düng6
兩文三語,löng1 mäng4 sam1 yü1
青頭仔,ceng1 täu4 zäi2
瞭如指掌,liu4 yü4 zi2 zöng2
生人勿近,sæng1 yäng4 mäk6 gäng6
庭外和解,täng4 wui6 wo4 gai2
海平面,fui2 päng4 ming6
難為情,næng4 wäi4 cäng4
會錯意,wui6 co1 yi1
轉過頭,züng1 gwo1 täu4
一兩場,yäk2 löng1 cöng4
調劑,tiu4 zäi1
接線生,zip2 sing1 säng1
轉唔轉,züng1 m4 züng1
斷流,düng6 läu4
化整為零,fa1 zäng2 wäi4 läng4
輕飄飄,heng1 piu1 piu1
唔生性,m4 sæng1 säng1
行書,hæng4 sü1
鱗片,läng4 ping2
射線,se6 sing1
不見不散,bäk2 ging1 bäk2 sæng1
重陽節,cung4 yöng4 zik2
救車,gäu1 ce1
濕平,säp2 päng4
持卡人,ci4 kæk2 yäng4
依從,yi1 cung4
修士,säu1 si6
青黃,cäng1 wong4
行下街,hæng4 ha1 gai1
以訛傳訛,yi1 ngo4 cüng4 ngo4
牌簿,pai4 bu6
片面之詞,ping1 ming6 zi1 ci4
掉轉頭,diu6 züng1 täu4
右下角,yäu6 ha6 gok2
磨爛蓆,mo4 læng6 zek6
生辰,säng1 säng4
版畫,bæng2 wa6
打響頭炮,da2 höng2 täu4 pau1
生色,säng1 säk2
吞吐量,täng1 tu1 löng6
兩聲,löng1 säng1
執下,zäp2 ha1
請安,cäng2 wung1
假面具,ga2 ming6 gü6
一頂,yäk2 deng2
咬文嚼字,ngau1 mäng4 zök2 zi6
挨近,ai1 käng1
長實,cöng4 säk6
發泡,fæk2 päu1
肥仔水,fi4 zäi2 söi2
應分,yäng1 fäng6
搖滾樂,yiu4 gwäng2 ngok6
迄今為止,ngäk6 gäm1 wäi4 zi2
即日鮮,zik2 yäk6 sing1
煮食爐,zü2 säk6 lu4
巴士佬,ba1 si2 läu2
打落水狗,da2 lok6 söi2 gäu2
養和,yöng1 wo4
量地,löng4 di6
省卻,sæng2 kök2
榮華富貴,wäng4 wa4 fu1 gwäi1
伊士,yi1 si2
腎虛,säng6 hü1
打字機,da2 zi6 gi1
篤背脊,duk2 bui1 zek2
驚弓之鳥,gäng1 gung1 zi1 niu1
後來居上,häu6 löi4 gü1 söng1
平民化,päng4 mäng4 fa1
寸土必爭,cüng1 tu2 bik2 zäng1
眷屬,güng1 suk6
哩數,li1 su1
患上,wæng6 söng1
至話,zi1 wa6
兩格,löng1 gæk2
銀行系,ngäng4 hong4 häi6
數佬,su1 läu2
排水量,pai4 söi2 löng6
墊支,zing1 zi1
輕軌,häng1 gwäi2
好串,häu2 cüng1
爭鮮,zäng1 sing1
度水,dok6 söi2
臨行,läm4 häng4
不難,bäk2 næng4
對牛彈琴,döi1 ngäu4 tæng4 käm4
講到話,gong2 däu1 wa6
校務處,hau6 mu6 cü1
五行,ng1 hong4
搭順風車,dap2 säng6 fung1 ce1
度假屋,du6 ga1 uk2
糖衣毒藥,tong4 yi1 duk6 yök6
下而上,ha6 yi4 söng6
心散,säm1 sæng2
侍從,si6 cung4
禍不單行,wo6 bäk2 dæng1 häng4
長治久安,cöng4 zi6 gäu2 wung1
相對濕度,söng1 döi1 säp2 du6
左上角,zo2 söng6 gok2
轉右,züng1 yäu6
格仔餅,gæk2 zäi2 beng2
講下笑,gong2 ha1 siu1
好恰,häu2 häp2
六道,luk6 däu6
上文下理,söng6 mäng4 ha6 li1
請纓,cäng2 yäng1
降職,gong1 zäk2
旅遊巴士,lü1 yäu4 ba1 si2
使節,si1 zik2
走火通道,zäu2 fo2 tung1 däu6
轉死性,züng1 si2 säng1
拍打,pæk2 da2
長襪,cöng4 mæk6
約為,yök2 wäi4
餘數,yü4 su1
慢磨,mæng6 mo4
電解質,ding6 gai2 zäk2
黑吃黑,häk2 hek2 häk2
兩枝,löng1 zi1
着落,zök6 lok6
便要,bing6 yiu1
插班生,cap2 bæng1 säng1
汗流浹背,fung6 läu4 zip2 bui1
少年人,siu1 ning4 yäng4
旗幟鮮明,ki4 ci1 sing1 mäng4
設為,cik2 wäi4
惡報,ok2 bäu1
平郵,päng4 yäu4
惜身,sek2 säng1
食錯藥,säk6 co1 yök6
曾蔭權,zäng1 yäm1 küng4
更低,gäng1 däi1
機會主義,gi1 wui6 zü2 yi6
一刀兩斷,yäk2 däu1 löng1 düng6
遇刺,yü6 ci1
寸步難行,cüng1 bu6 næng4 häng4
青草,cäng1 cäu2
計量,gäi1 löng6
校訓,hau6 fäng1
啱食,ngam1 säk6
華田,wa4 ting4
緝毒,cäp2 duk6
長靴,cöng4 hö1
番號,fæng1 häu6
解渴,gai2 fuk2
輕信,häng1 säng1
生意興隆,sæng1 yi1 häng1 lung4
種金,zung1 gäm1
支長,zi1 cöng4
包生仔,bau1 sæng1 zäi2
董建華,dung2 ging1 wa4
白種人,bæk6 zung2 yäng4
兩篇,löng1 ping1
紫微斗數,zi2 mi4 däu2 su1
語出驚人,yü1 cäk2 gäng1 yäng4
遞解,däi6 gai1
驚豔,gäng1 yim6
成親,säng4 cäng1
口耳相傳,häu2 yi1 söng1 cüng4
質子,zäk2 zi2
暴虐,bäu6 yök6
情分,cäng4 fäng6
長相廝守,cöng4 söng1 si1 säu2
一鳴驚人,yäk2 mäng4 gäng1 yäng4
生生世世,säng1 säng1 säi1 säi1
氣數,hi1 su1
幽會,yäu1 wui6
彈鐘,dæng6 zung1
反為,fæng2 wäi4
行水,hæng4 söi2
龍翔道,lung4 cöng4 däu6
三心兩意,sam1 säm1 löng1 yi1
射落海,se6 lok6 fui2
倒霉,däu2 mui4
乾冰,gung1 bäng1
好言相勸,häu2 ying4 söng1 hüng1
太平清醮,tai1 päng4 cäng1 ziu1
邊道,bing1 däu6
耕地,gæng1 di6
看好,fung1 häu2
一乾,yäk2 gung1
兩杯,löng1 bui1
五更,ng1 gæng1
嗚呀,wu1 a4
打工皇帝,da2 gung1 wong4 däi1
懵盛盛,mung2 säng6 säng6
入土為安,yäp6 tu2 wäi4 wung1
凝神,yäng4 säng4
安分,wung1 fäng6
屈打成招,wäk2 da2 säng4 ziu1
坐骨神經,zo6 gwäk2 säng4 gäng1
腔調,hong1 diu6
粟米片,suk2 mai1 ping2
好大雨,häu2 dai6 yü1
一朝得志,yäk2 ziu1 däk2 zi1
車軌,ce1 gwäi2
出入平安,cäk2 yäp6 päng4 wung1
打草驚蛇,da2 cäu2 gäng1 se4
吃醋,hek2 cu1
聚精會神,zü6 zäng1 wui6 säng4
琢磨,dök2 mo4
梗塞,gäng2 säk2
可行性,ho2 häng4 säng1
自得其樂,zi6 däk2 ki4 lok6
機靈,gi1 läng4
公轉,gung1 züng1
散漫,sæng2 mæng6
會議展覽,wui6 yi1 zing2 lam1
打攪,da2 gau2
鮮果,sing1 gwo2
打蛇餅,da2 se4 beng2
平仄,päng4 zäk2
食力,säk6 läk6
數名,su1 mäng4
眾志成城,zung1 zi1 säng4 säng4
暴富,bäu6 fu1
使橫手,säi2 wæng4 säu2
打書釘,da2 sü1 deng1
