Index,Word,Glossary,EnglishGlossary,Type,Character,IPA,Rom,1st check,Remark,
1107_Waitau_1,"1,107",兄妹倆,Elder brother and younger sister,Waitau_1,兩兄妹,lœŋ13hɐŋ22mui22,löng1 häng6 mui6 ,OK,,
1108_Waitau_1,"1,108",姐弟倆,Elder sister and younger brother,Waitau_1,兩姐弟,lœŋ13tsi55tɐi22,löng1 zi2 däi6 ,OK,,
1109_Waitau_1,"1,109",堂兄弟,Cousins (the sons of two brothers),Waitau_1,叔伯兄弟,sok55pæk35hɐŋ13tɐi22,suk2 bæk2 häng1 däi6 ,OK,,
1110_Waitau_1,"1,110",表姐妹,Cousins (the daughters of sisters),Waitau_1,表姊妹,piu35tsi55mui22,biu2 zi2 mui6 ,OK,,
1111_Waitau_1,"1,111",親戚,Relatives,Waitau_1,親戚,tsʰɐŋ22tsʰɐk35,cäng6 cäk2 ,OK,,
1112_Waitau_1,"1,112",輩份,Seniority in the family,Waitau_1,輩份,pui22fɐŋ22,bui6 fäng6 ,OK,,
1113_Waitau_1,"1,113",小名,Pet name,Waitau_1,乳名,jɵy13mɛŋ35,yöi1 meng2 ,OK,,
1114_Waitau_1,"1,114",綽號,Nick name,Waitau_1,花名,fa13mɛŋ35,fa1 meng2 ,OK,,
1115_Waitau_1,"1,115",說親,Match-making,Waitau_1,做媒人,tsu22mui11jɐŋ35,zu6 mui4 yäng2 ,OK,,
1116_Waitau_1,"1,116",媒人,Matchmaker,Waitau_1,媒人,mui11jɐŋ11,mui4 yäng4 ,OK,,
1116_Waitau_2,"1,116",媒人,Matchmaker,Waitau_2,媒人婆,mui11jɐŋ11pʰɔ11,mui4 yäng4 po4 ,OK,,
1117_Waitau_1,"1,117",訂婚,To be engaged,Waitau_1,過定,kʷɔ13tɛŋ22,gwo1 deng6 ,OK,,
1118_Waitau_1,"1,118",娶妻,"Have a wife, Marry a women",Waitau_1,娶老婆,tsʰy55lɐu13pʰɔ11,cü2 läu1 po4 ,OK,,
1118_Waitau_2,"1,118",娶妻,"Have a wife, Marry a women",Waitau_2,娶老婆,tsʰu13lɐu13pʰɔ11,cu1 läu1 po4 ,OK,,
1119_Waitau_1,"1,119",嫁人,"Have a husband, Marry a man",Waitau_1,嫁人,ka33jɐn11,ga33yän4 ,唔肯定,IPA: 33,
1120_Waitau_1,"1,120",娶兒媳婦,Get a daughter-in-law,Waitau_1,娶新婦,tsʰy55sɐŋ22fu13,cü2 säng6 fu1 ,OK,,
1121_Waitau_1,"1,121",招贅(招婿上門),Get a son-in-law (to live with wife’s parents),Waitau_1,入贅,jɐp22tsɵy22,yäp6 zöi6 ,OK,,
1122_Waitau_1,"1,122",新郎,Bridegroom,Waitau_1,新郎哥,sɐŋ22lɤŋ11kɔ55,säng6 long4 go2 ,OK,,
1123_Waitau_1,"1,123",新娘,Bride,Waitau_1,新娘,sɐŋ13nœŋ35,säng1 nöng2 ,OK,,
1124_Waitau_1,"1,124",辦酒席,Hold a banquet,Waitau_1,擺酒,pɐi55tsɐu35,bäi2 zäu2 ,OK,,
1125_Waitau_1,"1,125",赴宴,Attend a banquet,Waitau_1,去飲,hy13jɐm35,hü1 yäm2 ,OK,,
1126_Waitau_1,"1,126",娘家,Parent’s home (of a married women),Waitau_1,外家,wui22ka13,wui6 ga1 ,OK,,
1127_Waitau_1,"1,127",再嫁,Remarry a man,Waitau_1,番頭嫁,fæŋ13tʰɐu11ka33,fæng1 täu4 ga33,OK,IPA: 33,
1128_Waitau_1,"1,128",續弦,Remarry a woman,Waitau_1,續弦,tsok22jyŋ11,zuk6 yüng4 ,OK,,
1128_Waitau_2,"1,128",續弦,Remarry a woman,Waitau_2,再娶,tsʰu35tʰiŋ11fɤŋ11,cu2 ting4 fong4 ,唔肯定,,
1129_Waitau_1,"1,129",懷孕,Be pregnant,Waitau_1,大肚,tai22tu35,dai6 du2 ,OK,,
1130_Waitau_1,"1,130",害喜(妊娠反應),Pregnancy reaction,Waitau_1,漚仔,ɐu13tsɐi35,äu1 zäi2 ,OK,,
1131_Waitau_1,"1,131",流產,"Miscarriage, Abortion",Waitau_1,小產,siu35tsʰæŋ35,siu2 cæng2 ,有問題,siu2 cæng2 ,
1132_Waitau_1,"1,132",孕婦,Pregnant woman,Waitau_1,大肚婆,tai22tu36pʰɔ11,dai6 du36po4 ,唔肯定,dai6 du2 po4 ,
1133_Waitau_1,"1,133",臨盆,About to give birth to a baby,Waitau_1,作動,tsok55toŋ22,zuk2 dung6 ,OK,,
1134_Waitau_1,"1,134",生孩子,Give birth to a child,Waitau_1,生仔,sæŋ13tsɐi35,sæng1 zäi2 ,OK,,
1135_Waitau_1,"1,135",難產,"Dystocia, Difficult labour",Waitau_1,難產,næŋ11tsʰæŋ35,næng4 cæng2 ,有問題,næng4 cæng2,
1136_Waitau_1,"1,136",接生,Deliver a child,Waitau_1,接生,tsip55sæŋ13,zip2 sæng1 ,有問題,IPA: 33 zip33 sæng1 ,
1137_Waitau_1,"1,137",胎盤,Placenta,Waitau_1,胎盤,tʰɵy13pʰoŋ11,töi1 pung4 ,OK,,
1138_Waitau_1,"1,138",雙胞胎,Twins,Waitau_1,孖仔,ma13tsɐi35,ma1 zäi2 ,OK,,
1139_Waitau_1,"1,139",嬰兒,Infant,Waitau_1,蘇蝦,sɐu13ha13,säu1 ha1 ,OK,,
1139_Waitau_2,"1,139",嬰兒,Infant,Waitau_2,伢伢仔,ŋa11ŋa55tsɐi35,nga4 nga2 zäi2 ,OK,,
1140_Waitau_1,"1,140",坐月子,Confinement in childbirth,Waitau_1,坐月,tsʰɔ13jyk35,co1 yük2 ,OK,,
1141_Waitau_1,"1,141",餵奶,Breast-feed,Waitau_1,餵奶,wɐi13nɐi13,wäi1 näi1 ,OK,,
1142_Waitau_1,"1,142",喂飯,Spoon feed,Waitau_1,餵喂飯,wɐi13fæŋ22,wäi1 fæng6 ,OK,,
1143_Waitau_1,"1,143",奶嘴,Nipple of a feeding bottle,Waitau_1,奶嘴,nai13tsɵy35,nai1 zöi2 ,OK,,
1144_Waitau_1,"1,144",把尿,Hold a child tourinate,Waitau_1,兜尿,tɐu13niu22,däu1 niu6 ,OK,,
1144_Waitau_2,"1,144",把尿,Hold a child tourinate,Waitau_2,殊尿,sy11niu22,sü4 niu6 ,OK,,
1145_Waitau_1,"1,145",尿床,Bed-wetting,Waitau_1,瀨尿,lai11niu22,lai4 niu6 ,OK,,
1146_Waitau_1,"1,146",擦屁股,Wipe the buttocks,Waitau_1,抆屎,miŋ55si35,ming2 si2 ,OK,,
1146_Waitau_2,"1,146",擦屁股,Wipe the buttocks,Waitau_2,抆屎窟,mɐŋ55si55fɐk35,mäng2 si2 fäk2 ,OK,,
1147_Waitau_1,"1,147",夭折,Die at young age,Waitau_1,短命,tyŋ55mɛŋ22,düng2 meng6 ,OK,,
1148_Waitau_1,"1,148",上吊,Suicide by hanging oneself,Waitau_1,吊頸,tiu13kɛŋ35,diu1 geng2 ,OK,,
1149_Waitau_1,"1,149",投河,Suicide by jumping into the river,Waitau_1,跳河,tʰiu13hɔ11,tiu1 ho4 ,OK,,
1150_Waitau_1,"1,150",病死了,Die of illness,Waitau_1,病死,pɛŋ22si35,beng6 si2 ,OK,,
1151_Waitau_1,"1,151",去世,Die,Waitau_1,過身,kʷɔ13sɐŋ13,gwo1 säng1 ,OK,,
1152_Waitau_1,"1,152",辦喪事,Hold a funeral,Waitau_1,白事,pæk22si22,bæk6 si6 ,OK,,
1153_Waitau_1,"1,153",棺材,Coffin,Waitau_1,棺材,kʷuŋ13tsʰɵy11,gwung1 cöi4 ,OK,,
1153_Waitau_2,"1,153",棺材,Coffin,Waitau_2,壽板,sɐu22pæŋ35,säu6 bæng2 ,OK,,
1154_Waitau_1,"1,154",入殮,Encoffin,Waitau_1,出喪,tsʰɐk55sɤŋ13,cäk2 song1 ,OK,,
1155_Waitau_1,"1,155",出殯,Funeral,Waitau_1,出殯,tsʰɐk55pɐŋ13,cäk2 bäng1 ,OK,,
1156_Waitau_1,"1,156",下葬,Bury,Waitau_1,落葬,lɤk22tsɤŋ13,lok6 zong1 ,OK,,
1157_Waitau_1,"1,157",紙錢,Paper currency for offering to the dead,Waitau_1,溪錢,kʰɐi13tsʰiŋ11,käi1 cing4 ,OK,,
1158_Waitau_1,"1,158",抬棺人,The people who carry the coffin,Waitau_1,仵作,ŋ22tsɤk35,ng6 zok2 ,OK,,
1158_Waitau_2,"1,158",抬棺人,The people who carry the coffin,Waitau_2,棺材佬,kʷuŋ13tsʰɵy11lɐu35,gwung1 cöi4 läu2 ,OK,,
1159_Waitau_1,"1,159",鞭炮,Firecracker,Waitau_1,炮仗,pʰau13tsœŋ35,pau1 zöng2 ,OK,,
1159_Waitau_2,"1,159",鞭炮,Firecracker,Waitau_2,連排,liŋ11pʰai11,ling4 pai4 ,OK,,
1160_Waitau_1,"1,160",墳,Grave,Waitau_1,墳頭,fɐŋ11tʰɐu11,fäng4 täu4 ,OK,,
1161_Waitau_1,"1,161",墓碑,Gravestone,Waitau_1,墓碑,mu22pi13,mu6 bi1 ,OK,,
1162_Waitau_1,"1,162",上墳,Visit the grave,Waitau_1,拜山,pai13sæŋ13,bai1 sæng1 ,OK,,
1163_Waitau_1,"1,163",生病,Be sick,Waitau_1,病,pɛŋ22,beng6 ,OK,,
1164_Waitau_1,"1,164",難受,Uncomfortable,Waitau_1,難頂,naŋ11tɐŋ35,nang4 däng2 ,OK,,
1164_Waitau_2,"1,164",難受,Uncomfortable,Waitau_2,頂唔順,tɐŋ55m̩11sɐŋ22,däng2 m4 säng6 ,OK,,
1165_Waitau_1,"1,165",發燒,Have a fever,Waitau_1,發燒,fæk55siu13,fæk2 siu1 ,OK,,
1166_Waitau_1,"1,166",發冷,Be chilly,Waitau_1,發冷,fæk55læŋ13,fæk2 læng1 ,OK,,
1167_Waitau_1,"1,167",發呆,Be stupefied,Waitau_1,發吽豆,fæk55ŋɐu22tɐu22,fæk2 ngäu6 däu6 ,OK,,
1168_Waitau_1,"1,168",打冷戰,Be shivery,Waitau_1,打冷震,ta55læŋ13tsɐŋ13,da2 læng1 zäng1 ,OK,,
1169_Waitau_1,"1,169",感冒,Catch a cold,Waitau_1,感親,kam35tsʰɐŋ13,gam2 cäng1 ,OK,,
1171_Waitau_1,"1,171",發抖,Shiver,Waitau_1,打冷震,ta55læŋ13tsɐŋ13,da2 læng1 zäng1 ,OK,,
1172_Waitau_1,"1,172",哮喘,Asthma,Waitau_1,扯蝦,tsʰɛ35ha13,ce2 ha1 ,OK,,
1173_Waitau_1,"1,173",咳嗽,Cough,Waitau_1,咳嗽,kʰɐk55sɐu13,käk2 säu1 ,OK,,
1174_Waitau_1,"1,174",著涼,Catch cold,Waitau_1,攝親,sip35tsʰɐŋ22,sip2 cäng6 ,OK,,
1175_Waitau_1,"1,175",中暑,Heat stroke,Waitau_1,中暑,tsoŋ13sy35,zung1 sü2 ,OK,,
1176_Waitau_1,"1,176",上火,Have excessive internal heatin the body,Waitau_1,熱氣,ȵik22hi13,ngik6 hi1 ,OK,,
1177_Waitau_1,"1,177",惡心,Nausea,Waitau_1,作嘔,tsɤk35ɐu35,zok2 äu2 ,OK,,
1178_Waitau_1,"1,178",便秘,Constipation,Waitau_1,結恭,kik55koŋ35,gik2 gung2 ,OK,,
1179_Waitau_1,"1,179",拉肚子,Diarrhea,Waitau_1,疴肚仔,ŋɔ22tu55tsɐi35,ngo6 du2 zäi2 ,OK,,
1180_Waitau_1,"1,180",不消化,Apepsia,Waitau_1,喫滯,hɛk55tsɐi22,hek2 zäi6 ,OK,,
1181_Waitau_1,"1,181",頭暈,Dizzy,Waitau_1,頭暈,tʰɐu11wɐŋ11,täu4 wäng4 ,OK,,
1182_Waitau_1,"1,182",嘔吐,Vomit,Waitau_1,嘔,ɐu35,äu2 ,OK,,
1183_Waitau_1,"1,183",(肚子)疼,Pain,Waitau_1,痛,tʰoŋ13,tung1 ,OK,,
1184_Waitau_1,"1,184",抽筋,Have a cramp,Waitau_1,抽筋,tsʰɐu13kɐŋ13,cäu1 gäng1 ,OK,,
1185_Waitau_1,"1,185",(小兒)驚風,Infantile convulsion,Waitau_1,嚇驚,hæk55kɛŋ13,hæk2 geng1 ,OK,,
1186_Waitau_1,"1,186",收驚,A superstitiouswayto cure infantile convulsion,Waitau_1,喊驚,ham13kɛŋ13,ham1 geng1 ,OK,,
1187_Waitau_1,"1,187",出麻疹,Have measle,Waitau_1,出麻,tsʰɐt55ma35,cät2 ma2 ,OK,,
1187_Waitau_2,"1,187",出麻疹,Have measle,Waitau_2,出麻仔,tsʰɐt55ma11tsɐi35,cät2 ma4 zäi2 ,OK,,
1188_Waitau_1,"1,188",癲癇,Epilepsy,Waitau_1,發羊吊,fæk55jœŋ11tiu35,fæk2 yöng4 diu2 ,OK,,
1189_Waitau_1,"1,189",中風,"Apoplexy, paralysis",Waitau_1,中風,tsoŋ13foŋ13,zung1 fung1 ,OK,,
1190_Waitau_1,"1,190",肺結核,"Pulmonary tuber-culosis,Phthisic",Waitau_1,肺癆,fɐi13lu11,fäi1 lu4 ,OK,,
1191_Waitau_1,"1,191",肝病,"Hepatopathy, Jaundice",Waitau_1,黃疸病,tʰæŋ55pɛŋ22,tæng2 beng6 ,OK,,
1193_Waitau_1,"1,193",痱子,Prickly heat,Waitau_1,熱痱,ȵik22fɐi35,ngik6 fäi2 ,OK,,
1194_Waitau_1,"1,194",粉刺,Pimple,Waitau_1,酒米,tsɐu55mɐi35,zäu2 mäi2 ,OK,,
1195_Waitau_1,"1,195",化膿,Fester,Waitau_1,含膿,ham11noŋ11,ham4 nung4 ,OK,,
1196_Waitau_1,"1,196",痂,Scab (n.),Waitau_1,焦,tsau13,zau1 ,唔肯定,不肯定圍頭話是讀作 “zau1” 或 “ziu1”,
1197_Waitau_1,"1,197",結痂,Scab (v.),Waitau_1,結焦,kik55tsiu13,gik2 ziu1 ,有問題,IPA: kik13 tsiu13 ROM: gik1 ziu1 ,
1198_Waitau_1,"1,198",疤,Scar,Waitau_1,疤,pa13,ba1 ,OK,,
1198_Waitau_2,"1,198",疤,Scar,Waitau_2,那,na35,na2 ,OK,,
1199_Waitau_1,"1,199",痣,Nevus (mole),Waitau_1,墨,mɐk35,mäk2 ,OK,,
1200_Waitau_1,"1,200",狐臭,Armpit odour,Waitau_1,臭狐,tsʰɐu11fu11,cäu4 fu4 ,唔肯定,cäu1 fu4 ,
1201_Waitau_1,"1,201",疝氣,Hernia,Waitau_1,小腸氣,siu55tsʰœŋ11hi13,siu2 cöng4 hi1 ,OK,,
1202_Waitau_1,"1,202",雀斑,Flecker,Waitau_1,墨屎,mɐk55si35,mäk2 si2 ,OK,,
1203_Waitau_1,"1,203",雞皮疙瘩,Gooseflesh,Waitau_1,雞皮,kɐi13pʰi11,gäi1 pi4 ,OK,,
1204_Waitau_1,"1,204",(蚊蟲叮的)包,Bump,Waitau_1,赧,naŋ13,nang1 ,OK,,
1205_Waitau_1,"1,205",夜盲,Night blindness,Waitau_1,發雞盲,fæk55kɐi13mɐŋ11,fæk2 gäi1 mäng4 ,OK,,
1206_Waitau_1,"1,206",痲瘋,Leprosy,Waitau_1,痲瘋,ma11foŋ13,ma4 fung1 ,OK,,
1207_Waitau_1,"1,207",傳染,Infect,Waitau_1,惹,ja13,ya1 ,OK,,
1208_Waitau_1,"1,208",扭傷,Wrench,Waitau_1,扭,nɐu35,näu2 ,OK,,
1209_Waitau_1,"1,209",突然坐著跌在地上,Fall suddenly sitting on the ground,Waitau_1,扽,tɐn13,dän1 ,OK,,
1210_Waitau_1,"1,210",(皮膚)皸裂,Chap (the skin is too dry and chapped),Waitau_1,爆裂,pau13lik35,bau1 lik2 ,OK,,
1210_Waitau_2,"1,210",(皮膚)皸裂,Chap (the skin is too dry and chapped),Waitau_2,爆坼,pau13tsʰak35,bau1 cak2 ,OK,,
1211_Waitau_1,"1,211",(嗓子)嘶啞,Hoarse,Waitau_1,沙,sa133sɛŋ13,sa1 3seng1 ,有問題,,
1212_Waitau_1,"1,212",治病,See the doctor,Waitau_1,醫病,ji13pɛŋ22,yi1 beng6 ,OK,,
1213_Waitau_1,"1,213",號脈,Feel pulse,Waitau_1,打脈,ta55mɐk22,da2 mäk6 ,OK,,
1213_Waitau_2,"1,213",號脈,Feel pulse,Waitau_2,把脈,pa55mɐk22,ba2 mäk6 ,OK,IPA: pa35 mɐk22,
1214_Waitau_1,"1,214",中藥,Traditional Chinese medicine,Waitau_1,茶,tsʰa11,ca4 ,OK,,
1214_Waitau_2,"1,214",中藥,Traditional Chinese medicine,Waitau_2,苦茶,fu55tsʰa11,fu2 ca4 ,OK,,
1215_Waitau_1,"1,215",處方,Recipe,Waitau_1,單,tæŋ13,dæng1 ,OK,,
1215_Waitau_2,"1,215",處方,Recipe,Waitau_2,藥單,jœk22tæŋ13,yök6 dæng1 ,OK,,
1216_Waitau_1,"1,216",買藥,Buy the medicine,Waitau_1,執藥,tsɐp55jœk22,zäp2 yök6 ,OK,,
1216_Waitau_2,"1,216",買藥,Buy the medicine,Waitau_2,執茶,tsɐp55tsʰa11,zäp2 ca4 ,OK,,
1217_Waitau_1,"1,217",藥丸,Pill,Waitau_1,丸仔,jyŋ11tsɐi35,yüng4 zäi2 ,有問題,IPA: jyŋ35 tsɐi35 Rom:yüng2 zäi2 ,
1218_Waitau_1,"1,218",藥粉,Medicine in form of powder,Waitau_1,散,sæŋ35,sæng2 ,OK,,
1218_Waitau_2,"1,218",藥粉,Medicine in form of powder,Waitau_2,藥散,jœk22sæŋ35,yök6 sæng2 ,OK,,
1219_Waitau_1,"1,219",熬藥,Decoct medicinal herbs,Waitau_1,煲藥,pɐu22jœk22,bäu6 yök6 ,OK,,
1219_Waitau_2,"1,219",熬藥,Decoct medicinal herbs,Waitau_2,煲茶,pɐu22tsʰa11,bäu6 ca4 ,OK,,
1220_Waitau_1,"1,220",湯藥,Tisane,Waitau_1,茶,tsʰa11,ca4 ,OK,,
1221_Waitau_1,"1,221",見效,Take effect,Waitau_1,見效,kiŋ22hau22,ging6 hau6 ,OK,,
1222_Waitau_1,"1,222",(睡)醒了,Wake up,Waitau_1,醒,sɛŋ35,seng2 ,OK,,
1223_Waitau_1,"1,223",起床,Get up,Waitau_1,起身,hi55sɐŋ13,hi2 säng1 ,OK,,
1224_Waitau_1,"1,224",疊(被子),Fold up the quilt,Waitau_1,摺,tsip35,zip2 ,OK,,
1225_Waitau_1,"1,225",穿(衣服),Put on (clothes),Waitau_1,著,tsɤk35,zok2 ,OK,,
1226_Waitau_1,"1,226",洗臉,Wash face,Waitau_1,抹面,mæk55miŋ22,mæk2 ming6 ,唔肯定,,
1226_Waitau_2,"1,226",洗臉,Wash face,Waitau_2,洗面,sɐi35miŋ22,säi2 ming6 ,OK,,
1227_Waitau_1,"1,227",梳頭,Comb the hair,Waitau_1,梳頭,sɔ13tʰɐu11,so1 täu4 ,OK,,
1228_Waitau_1,"1,228",紮(辮子),Tie a braid,Waitau_1,繽,pɐŋ13,bäng1 ,OK,,
1229_Waitau_1,"1,229",刮(鬍子),Shave,Waitau_1,剃鬚筍,tʰɐi13fu11su13,täi1 fu4 su1 ,OK,,
1229_Waitau_2,"1,229",刮(鬍子),Shave,Waitau_2,剃鬚,tʰɐi13su13,täi1 su1 ,OK,,
1230_Waitau_1,"1,230",理髮,Hairdressing,Waitau_1,磨頭,mɔ11tʰɐu11,mo4 täu4 ,OK,,
1230_Waitau_2,"1,230",理髮,Hairdressing,Waitau_2,剃頭,tʰɐi33tʰɐu11,täi33täu4 ,OK,IPA: 33,
1231_Waitau_1,"1,231",上工,go to work,Waitau_1,返工,fæŋ13koŋ13,fæng1 gung1 ,OK,,
1232_Waitau_1,"1,232",(來)晚(了),Be late,Waitau_1,晏,æŋ13,æng1 ,OK,,
1233_Waitau_1,"1,233",收工,Get off the work,Waitau_1,收工,sɐu13koŋ13,säu1 gung1 ,OK,,
1234_Waitau_1,"1,234",累(了),Be tired,Waitau_1,攰,kui22,gui6 ,OK,,
1235_Waitau_1,"1,235",休息,Have a rest,Waitau_1,敨,tʰɐu35,täu2 ,唔肯定,,
1236_Waitau_1,"1,236",回家,Go home,Waitau_1,去歸,hy13kʷɐi13,hü1 gwäi1 ,OK,,
1237_Waitau_1,"1,237",上(廁所),Go to the washroom,Waitau_1,去,hy13,hü1 ,OK,,
1238_Waitau_1,"1,238",大便,Shit(v),Waitau_1,屙屎,ɔ13si35,o1 si2 ,OK,,
1239_Waitau_1,"1,239",小便,Urinate,Waitau_1,屙尿,ɔ13niu22,o1 niu6 ,OK,,
1240_Waitau_1,"1,240",放屁,Break wind,Waitau_1,屙屁,ɔ13pʰi13,o1 pi1 ,OK,,
1240_Waitau_2,"1,240",放屁,Break wind,Waitau_2,放屁,fɤŋ13pʰi13,fong1 pi1 ,OK,,
1241_Waitau_1,"1,241",洗澡,Take a bath,Waitau_1,洗身,sɐi55sɐŋ13,säi2 säng1 ,OK,,
1242_Waitau_1,"1,242",擦澡,Rub onself down with a wet towel,Waitau_1,抹身,mæk55sɐŋ13,mæk2 säng1 ,OK,,
1243_Waitau_1,"1,243",乘涼,Sit in the shade and enjoy the coolness,Waitau_1,敨涼,tʰɐu55lœŋ11,täu2 löng4 ,OK,,
1243_Waitau_2,"1,243",乘涼,Sit in the shade and enjoy the coolness,Waitau_2,稍涼,sɐu35lœŋ11,säu2 löng4 ,OK,,
1244_Waitau_1,"1,244",曬(太陽),Bask in the sun,Waitau_1,曬,sai13,sai1 ,OK,,
1244_Waitau_2,"1,244",曬(太陽),Bask in the sun,Waitau_2,熱頭烘,ȵik22tʰɐu11hoŋ13,ngik6 täu4 hung1 ,OK,,
1245_Waitau_1,"1,245",烤火,Warm oneself before the fire,Waitau_1,焙,pui22,bui6 ,OK,,
1246_Waitau_1,"1,246",聊天,Chat,Waitau_1,打牙交,ta55ŋa11kau13,da2 nga4 gau1 ,OK,,
1247_Waitau_1,"1,247",打瞌睡,Doze,Waitau_1,瞌眼睏,hɐp55ŋaŋ13fɐŋ13,häp2 ngang1 fäng1 ,OK,,
1248_Waitau_1,"1,248",打個盹兒,Have a nap,Waitau_1,眯下,mi55ha13,mi2 ha1 ,OK,,
1248_Waitau_2,"1,248",打個盹兒,Have a nap,Waitau_2,瞌一陣,hɐp55jɐk55tsɐŋ35,häp2 yäk2 zäng2 ,OK,,
1249_Waitau_1,"1,249",打哈欠,Yawn,Waitau_1,打喊路,ta55ham13lu13,da2 ham1 lu1 ,OK,,
1250_Waitau_1,"1,250",打噴嚏,Sneeze,Waitau_1,打哈嗤,ta55hɐk55tsʰi11,da2 häk2 ci4 ,OK,,
1251_Waitau_1,"1,251",鋪床,Make the bed,Waitau_1,鋪床,pʰu13tsʰɤŋ11,pu1 cong4 ,OK,,
1252_Waitau_1,"1,252",躺下,Lie down,Waitau_1,睏底,fɐŋ13tɐi13,fäng1 däi1 ,OK,,
1253_Waitau_1,"1,253",睡覺,Sleep,Waitau_1,睏覺,fɐŋ13kɐu13,fäng1 gäu1 ,OK,,
1254_Waitau_1,"1,254",熄燈,Turn off the light,Waitau_1,閂燈,saŋ13tɐŋ13,sang1 däng1 ,唔肯定,IPA: saŋ13 tɐŋ55 Rom:sang1 däng2,
1255_Waitau_1,"1,255",睡著(了),Fall asleep,Waitau_1,睏著,fɐŋ13tsœk22,fäng1 zök6 ,OK,,
1256_Waitau_1,"1,256",做夢,Have dream,Waitau_1,發夢,fæk55moŋ22,fæk2 mung6 ,OK,,
1257_Waitau_1,"1,257",說夢話,Talk in one’s sleep,Waitau_1,發開口夢,fæk55fui13hɐu35moŋ22,fæk2 fui1 häu2 mung6 ,OK,,
1258_Waitau_1,"1,258",失眠,Sleepless,Waitau_1,睏唔著,fɐŋ13m̩11tsœk22,fäng1 m4 zök6 ,OK,,
1259_Waitau_1,"1,259",打鼾,Snore,Waitau_1,扯鼻鼾,tsʰɛ55pi22fuŋ11,ce2 bi6 fung4 ,OK,,
1260_Waitau_1,"1,260",仰面睡,Sleep face up,Waitau_1,打天眠,ta55tʰiŋ22miŋ22,da2 ting6 ming6 ,OK,,
1261_Waitau_1,"1,261",側身睡,Lie down on one side,Waitau_1,打側睏,ta55tsɐk55fɐŋ13,da2 zäk2 fäng1 ,OK,,
1262_Waitau_1,"1,262",扒著睡,Sleep face down,Waitau_1,扒頭瞓,pʰa11tʰɐu11fɐŋ13,pa4 täu4 fäng1 ,OK,,
1263_Waitau_1,"1,263",落枕,Stiff neck,Waitau_1,睏戾頸,fɐn13lɐi35kɛŋ35,fän1 läi2 geng2 ,OK,,
1264_Waitau_1,"1,264",學校,School,Waitau_1,書館,sy13kʷɐŋ35,sü1 gwäng2 ,OK,,
1264_Waitau_2,"1,264",學校,School,Waitau_2,學堂,hɤk22tʰɤŋ35,hok6 tong2 ,OK,,
1265_Waitau_1,"1,265",啟蒙,Enlighten,Waitau_1,啟蒙,kʰɐi35moŋ11,käi2 mung4 ,OK,,
1266_Waitau_1,"1,266",上學,Go to school,Waitau_1,返學,fæŋ13hɤk22,fæng1 hok6 ,OK,,
1267_Waitau_1,"1,267",放學,After school,Waitau_1,放學,fɤŋ13hɤk22,fong1 hok6 ,OK,,
1268_Waitau_1,"1,268",書,Book,Waitau_1,書,sy13,sü1 ,OK,,
1269_Waitau_1,"1,269",本子,Notebook,Waitau_1,簿,pu35,bu2 ,OK,,
1270_Waitau_1,"1,270",老師,Teacher,Waitau_1,先生,siŋ13sæŋ13,sing1 sæng1 ,OK,,
1270_Waitau_2,"1,270",老師,Teacher,Waitau_2,教書先生,kau13sy13siŋ13saŋ13,gau1 sü1 sing1 sang1 ,OK,,
1271_Waitau_1,"1,271",學生,Student,Waitau_1,學生,hɤk22sæŋ35,hok6 sæng2 ,OK,,
1272_Waitau_1,"1,272",第一名,"Number 1, champion",Waitau_1,第一名,tɐi22jɐk55mɐŋ11,däi6 yäk2 mäng4 ,OK,,
1273_Waitau_1,"1,273",最後一名,The last one,Waitau_1,第尾,tɐi22mi55,däi6 mi2 ,OK,,
1274_Waitau_1,"1,274",毛筆,Brush pen,Waitau_1,毛筆,mɐu11pɐk35,mäu4 bäk2 ,OK,mɐu33 pɐk55,
1275_Waitau_1,"1,275",鋼筆,Fountain pen,Waitau_1,墨水筆,mɐk11sɵy55pɐk35,mäk4 söi2 bäk2 ,OK,mɐk33 sɵy55 pɐk55,
1276_Waitau_1,"1,276",鉛筆,Pencil,Waitau_1,鉛筆,jyŋ11pɐk35,yüng4 bäk2 ,OK,,
1277_Waitau_1,"1,277",筆套兒,Pen cover,Waitau_1,筆筒,pɐk55tʰoŋ35,bäk2 tung2 ,OK,,
1278_Waitau_1,"1,278",紙,Paper,Waitau_1,紙,tsi35,zi2 ,OK,,
1279_Waitau_1,"1,279",圖釘,Thumb pin (thumb tack),Waitau_1,撳釘,kɐm22tɛŋ55,gäm6 deng2 ,OK,,
1280_Waitau_1,"1,280",信封,Envelope,Waitau_1,信封,sɐŋ13foŋ55,säng1 fung2 ,OK,,
1281_Waitau_1,"1,281",信紙,Letter pad,Waitau_1,信紙,sɐŋ13tsi35,säng1 zi2 ,OK,,
1282_Waitau_1,"1,282",漿糊,Paste,Waitau_1,漿糊,tsœŋ13fu11,zöng1 fu4 ,OK,,
1283_Waitau_1,"1,283",小刀兒,Knife,Waitau_1,刀仔,tɐu13tsɐi55,däu1 zäi2 ,OK,,
1284_Waitau_1,"1,284",削(鉛筆),Sharpen,Waitau_1,砒,pʰɐi13,päi1 ,OK,,
1285_Waitau_1,"1,285",尺,Ruler,Waitau_1,尺,tsʰɛk35,cek2 ,OK,,
