char,pron
成就感,sin2 ciu4 gam3
扁平足,bien3 pin2 zuk5
穿州過省,con1 ziu1 go4 sen3
應召,yin4 cau4
弱不禁風,ngiok6 but5 gim1 fung1
修士,siu1 su4
乾塘,gon1 tong2
身敗名裂,sin1 pai4 min2 liet6
參數,cam1 su4
才使,coi2 su3
幹道,gon4 tau4
票房毒藥,piau4 fong2 tuk6 yok6
三五成群,sam1 ng3 sin2 kiun2
生人勿近,sang1 ngin2 vut6 kiun4
商業行為,song1 ngiap6 hang2 vui2
鐵觀音,tiet5 gon1 yim1
清道夫,cin1 tau4 fu1
凝膠,ngien2 gau1
大有可為,tai4 yiu1 ko3 vui2
功敗垂成,gung1 pai4 sui2 sin2
國難,get5 lan4
平平安安,pin2 pin2 on1 on1
重臣,cung4 sin2
百發百中,bak5 fat5 bak5 zung4
聽信,tin4 sin4
敗將,pai4 ziong4
煲電話粥,bau1 tien4 va4 zuk5
旋轉木馬,sien2 zon3 muk5 ma1
投其所好,tiu2 ki2 so3 hau3
食蟹,sit6 hai3
聚精會神,ci4 zin1 fui4 sin2
厚道,hiu4 tau4
名花有主,min2 fa1 yiu1 zu3
地平線,ti4 pin2 sien4
分庭抗禮,fun1 tin2 kong4 li1
歡樂時光,fon1 lok6 si2 gong1
計量,ge4 liong4
傍住,pong4 cu4
嬉皮士,hi1 pi2 su4
力爭上游,lit6 zang1 song4 yiu2
時時刻刻,si2 si2 ket5 ket5
自食其果,cu4 sit6 ki2 go3
撮要,cot5 yau4
打蠟,da3 lap6
打字機,da3 su4 gi1
風馳電掣,fung1 ci2 tien4 zi4
牛仔裙,ngiu2 zai3 kiun2
射住,sa4 cu4
數簿,su4 pu1
長頭髮,cong2 tiu2 fat5
靈丹妙藥,lin2 dan1 miau4 yok6
美不勝收,mui1 but5 sin1 siu1
和好如初,fo2 hau3 yi2 co1
跛腳,bai1 giok5
金卡,gim1 kat6
機會成本,gi1 fui4 sin2 bun3
海水化淡,hoi3 sui3 fa4 tam1
私相授受,su1 siong1 siu3 siu4
正評,zin4 pin2
傳呼,con2 fu1
想當然,siong3 dong1 yen2
頂手,din3 siu3
一語道破,yit5 ngi1 tau4 po4
旗幟鮮明,ki2 ci4 sien1 min2
簽卡,ciam1 kat6
強盛,kiong2 sang4
瞭望,liau2 mong4
撈家,lau1 ga1
腎虛,sin4 hi1
腎上腺,sin4 song4 sien4
不打緊,but5 da3 gin3
大名鼎鼎,tai4 min2 din3 din3
熊貓眼,yung2 miau4 ngan3
寥寥無幾,liau2 liau2 vu2 gi3
破處,po4 cu3
少校,sau4 gau3
頂點,din3 diam3
兩文三語,liong1 vun2 sam1 ngi1
明解,min2 gai3
散裝,san3 zong1
正字,zin4 su4
讀寫障礙,tuk6 sia3 zong4 ngoi4
胸墊,hiung1 tiap6
忍辱負重,ngiun1 yuk6 fu4 cung4
名廠,min2 cong3
不時不食,but5 si2 but5 sit6
點錯相,diam3 co4 siong4
笑咪咪,siau4 mi3 mi3
近水樓台,kiun4 sui3 liu2 toi2
乳名,yui3 miang2
難食,lan2 sit6
少年人,sau4 ngien2 ngin2
中山裝,zung1 san1 zong1
分秒必爭,fun1 miau3 bit5 zang1
乜鬼,mak5 gui3
銀兩,ngiun2 liong3
功德無量,gung1 det5 vu2 liong2
易容,yit6 yung2
虛名,hi1 min2
海量,hoi3 liong4
好靜,hau3 cin4
平心靜氣,pin2 sim1 cin4 hi4
侍從,si4 cung2
裝假狗,zong1 ga3 giu3
老鼠仔,lau3 cu3 zai3
壁壘分明,biak5 lui3 fun1 min2
食相,sit6 siong4
不一會,but5 yit5 fui4
陳腔濫調,cin2 kiong1 lam4 tiau4
乾花,gon1 fa1
冠冕堂皇,gon1 men1 tong2 fong2
約定俗成,yok5 tin4 siuk6 sin2
上肢,song4 zi1
調兵遣將,tiau4 bin1 kien3 ziong4
有色人種,yiu1 set5 ngin2 zung3
強差人意,kiong3 ca1 ngin2 yi4
三讀,sam1 tuk6
陶器,tau2 hi4
打書釘,da3 su1 dang1
調換,tiau4 von4
劍道,giam4 tau4
行行企企,hang2 hang2 ki1 ki1
四分五裂,si4 fun1 ng3 liet6
上晝,song4 ziu4
會戰,fui4 zien4
半鹹淡,ban4 ham2 tam1
單撈,dan1 lau1
定食,tin4 sit6
網上商店,miong3 song4 song1 diam4
差錯,ca1 co4
分攤,fun1 tan1
家傳户曉,ga1 con2 fu4 hiau3
不可吿人,but5 ko3 gau4 ngin2
車衣,ca1 yi1
打油詩,da3 yiu2 si1
大力士,tai4 lit6 su4
踏正,tap6 zang4
麥樂雞,mak6 lok6 gai1
死貓,si3 miau4
喪心病狂,song4 sim1 piang4 kong2
從簡,cung2 gan3
一拍兩散,yit5 pok5 liong1 san4
漫不經心,man4 but5 gin1 sim1
垂頭喪氣,sui2 tiu2 song4 hi4
罪大惡極,cui4 tai4 ok5 kit6
卧鋪,ngo4 pu1
水牛芝士,sui3 ngiu2 zi1 si3
質子,zit5 zu3
敗家仔,pai4 ga1 zai3
分機,fun1 gi1
校譽,gau4 yi4
論斷,lun4 ton4
喪偶,song4 ngiu3
萬惡,man4 ok5
內應,lui4 yin4
天倫之樂,tien1 lun2 zu1 lok6
長進,zong3 zin4
毒資,tuk6 zu1
乘涼,sin2 liong2
白金卡,pak6 gim1 ka1
掛斷,ga4 ton1
險要,hiam3 yau4
水到渠成,sui3 dau4 ki2 sin2
華氏,fa2 si4
和平共處,fo2 pin2 kiung4 cu3
精讀,zin1 tuk6
邪靈,sia2 lin2
獨力難支,tuk6 lit6 lan2 zi1
驚住,giang1 cu4
衣車,yi1 ca1
胡作非為,fu2 zok5 fui1 vui2
分子料理,fun4 zu3 liau4 li1
乾鮑,gon1 bau1
慢慢行,man4 man4 hang2
小食亭,siau3 sit6 tin2
刻畫,ket5 vak6
陰間,yim1 gan1
善長仁翁,sien4 zong3 yin2 vung1
早會,zau3 fui4
強顏歡笑,kiong3 ngan2 fon1 siau4
生日卡,sang1 ngit5 kat6
食豬,sit6 zu1
勝瓜,sin4 ga1
發胖,fat5 pan4
狠毒,hen3 tuk6
梳打,so1 da3
府上,fu3 song4
更代,gang1 toi4
一網成擒,yit5 miong3 sin2 kim2
讀本,tuk6 bun3
應份,yin1 fun4
無解,vu2 gai3
蘇彝士,su1 yi2 su4
集散地,sip6 san4 ti4
左右為難,zo3 yiu4 vui2 lan2
掌上明珠,zong3 song4 min2 zu1
官話,gon1 va4
食肉獸,sit6 ngiuk5 ciu4
暗處,am4 cu4
出洋相,cut5 yong2 siong4
定驚,tin4 gin1
車水馬龍,gi1 sui3 ma1 lung2
心領神會,sim1 liang1 sin2 fui4
絕頂,ciet6 din3
隨傳隨到,cui2 con2 cui2 dau4
打垮,da3 ka1
貨仔,fo4 zai3
合而為一,hap6 yi2 vui2 yit5
難逢,lan2 fung2
中耳炎,zung1 ngi3 yam2
打蛇,da3 sa2
凳仔,den4 zai3
共患難,kiung4 fam4 lan4
安非他命,on1 fui1 ta1 min4
手作仔,siu3 zok5 zai3
畫功,fa4 gung1
碗仔翅,von3 zai3 ci4
粘米粉,zam1 mi3 fun3
打埋,da3 mai2
洋參,yong2 sem1
破相,po4 siong4
白話文,pak6 va4 vun2
捕食,pu4 sit6
打醒精神,da3 siang3 zin1 sin2
大小二便,tai4 siau3 ngi4 pien4
倒霉,dau3 moi1
各為其主,gok5 vui4 ki2 zu3
惡死,ok5 si3
華埠,fa2 fiu4
坐定粒六,co4 tin4 lip5 luk5
種金,zung4 gim1
重工業,cung1 gung1 ngiap6
番茄汁,fan1 kio2 zip5
健身單車,kien4 sin1 dan1 ca1
三年抱兩,sam1 ngien2 pau1 liong1
當住,dong1 cu4
幾何級數,gi3 ho2 kip5 su4
以訛傳訛,yi1 ngo2 con2 ngo2
水平線,sui3 pin2 sien4
傳熱,con2 ngiet6
隊啤,dui4 bia1
暴虐,pau4 ngiok5
閒着,han2 cok6
格仔恤,gak5 zai3 sut5
害處,hoi4 cu4
磨牙,mo2 nga2
泡影,pau4 yang3
大小通吃,tai4 siau3 tung1 ket5
善解人意,sien4 gai3 ngin2 yi4
並駕齊驅,bin4 ga4 ce2 ki1
湊仔公,ciu4 zai3 gung1
重獲新生,cung2 vet6 sin1 sang1
哪吒,la2 za1
手車,siu3 ca1
相形見絀,siong1 hin2 gien4 zot5
志趣相投,zi4 ci4 siong1 tiu2
報案中心,bau4 on4 zung1 sim1
弱肉強食,ngiok6 ngiuk5 kiong2 sit6
月食,ngiet6 sit6
謀財害命,miu2 coi2 hoi4 min4
一夫當關,yit5 fu1 dong1 gan1
霎時間,sap6 si2 gan1
歎為觀止,tan4 vui2 gon1 zi3
啤啤熊,bia1 bia1 yung2
代代相傳,toi4 toi4 siong1 con2
石刻,sak6 ket5
早更,zau3 gang1
會務,fui4 vu4
活靈活現,fat6 lin2 fat6 hien4
解酒,gai3 ziu3
難纏,lan2 cien2
死難,si3 lan4
信差,sin4 cai1
暴富,pau4 fu4
當災,dong1 zai1
度度,tu4 tu4
分體,fun1 ti3
鋪橋搭路,pu1 kiau2 dap5 lu4
小調,siau3 tiau4
藕斷絲連,ngiu3 ton4 su1 lien2
披頭散髮,pi1 tiu2 san3 fat5
高等院校,gau1 den3 yen4 gau4
上裝,song4 zong1
背山面海,boi4 san1 mien4 hoi3
重賞,cung1 song3
一鑊泡,yit5 vok6 pau1
強打,kiong2 da3
腥風血雨,siang1 fung1 hiet5 yi3
中庸,zung1 yung2
村校,cun1 gau4
喊打喊殺,ham4 da3 ham4 sat5
人強馬壯,ngin2 kiong2 ma1 zong4
連坐,lien2 co4
心上人,sim1 song4 ngin2
蛇羹,sa2 gang1
中工,zung1 gung1
一言一行,yit5 ngien2 yit5 hang2
聯歡會,lien2 fon1 fui4
平排,pin2 pai2
嘔心瀝血,iu3 sim1 lak5 hiet5
請命,ciang3 min4
垃圾分類,lap5 sap5 fun1 lui4
宰相,zai3 siong4
武將,vu1 ziong4
正方,zin4 fong1
假戲真做,ga3 hi4 zin1 zo4
易潔鑊,yi4 giet5 vok6
揚名立萬,yong2 min2 lip6 man4
打冷震,da3 lang1 zin3
引以為榮,yin3 yi1 vui2 yin2
三民主義,sam1 min2 zu3 ngi4
西多士,si1 do1 si3
身首異處,sin1 siu3 yi4 cu4
監牢,gam1 lau2
仰卧起坐,ngiong1 ngo4 hi3 co1
惡名昭彰,ok5 min2 zau1 zong1
泡打粉,pau1 da3 fun3
使節,si4 ziet5
食蕉,sit6 ziau1
穩操勝券,vun3 cau1 sin4 kien4
尖酸刻薄,ziam1 son1 ket5 pok6
傳揚,con2 yong2
短傳,don3 con2
稽查,ki1 ca2
聽天由命,tin4 tien1 yiu2 min4
從今以後,cung2 gim1 yi1 hiu4
相好,siong1 hau3
天氣報吿,tien1 hi4 bau4 gau4
天生麗質,tien1 sang1 li4 zit5
席地而坐,cit6 ti4 yi2 co4
長治久安,cong2 ci4 giu3 on1
百分率,bak5 fun4 lut6
久經,giu3 gin1
樂譜,ngok6 pu3
魂飛魄散,fun2 fui1 pak5 san4
差事,cai1 su4
四重奏,si4 cung2 ziu4
定當,tin4 dong4
解款,gai4 kan3
更生人士,gang1 sang1 ngin2 su4
落畫,lok6 fa4
淡奶,tam1 lai1
黃賭毒,vong2 du3 tuk6
中文中學,zung1 vun2 zung1 hok6
背對,boi4 dui4
改邪歸正,goi3 sia2 gui1 zang4
行屍走肉,hang2 si1 ziu3 ngiuk5
頃刻,ken3 ket5
勉為其難,men1 vui2 ki2 lan2
雜種,cap6 zung3
種族清洗,zung3 cuk6 cin1 se3
大三巴,tai4 sam1 ba1
謹言慎行,giun3 ngien2 sin3 hang2
校風,gau4 fung1
生意興隆,sang1 yi4 hin1 lung2
校訓,gau4 hiun4
洋將,yong2 ziong4
強人所難,kiong3 ngin2 so3 lan2
被套,pi1 tau4
省招牌,sen3 zau1 pai2
短兵相接,don3 bin1 siong1 ziap5
吿示板,gau4 si4 ban3
河鮮,ho2 sien1
上壓,song4 ap5
中國大媽,zung1 get5 tai4 ma1
獨斷獨行,tuk6 ton4 tuk6 hang2
劫難,giap5 lan4
行書,hang2 su1
優柔寡斷,yiu2 yiu2 ga3 ton4
成為事實,sin2 vui2 su4 sit6
少甜,sau3 tiam2
環環相扣,van2 van2 siong1 kiu4
揀飲擇食,gan3 yim3 cak6 sit6
工仔,gung1 zai3
望天打卦,mong4 tien1 da3 ga4
以物易物,yi1 vut6 yit6 vut6
楷模,kai3 mu2
相勸,siong1 kien4
打比賽,da3 bi3 soi4
乾杯,gon1 bui1
隨機應變,cui2 gi1 yin4 bien4
顛倒黑白,dien1 dau3 het5 pak6
結為,giet5 vui2
兇神惡煞,hiung1 sin2 ok5 sat5
潰不成軍,kui4 but5 sin2 giun1
嘍囉,liu2 lo2
難為情,lan2 vui2 cin2
三尖八角,sam1 ziam1 bat5 gok5
會意,fui4 yi4
長時,cong2 si2
廣州話,gong3 ziu1 va4
一技之長,yit5 ki3 zu1 cong2
平素,pin2 su4
長命百歲,cong2 miang4 bak5 soi4
久別重逢,giu3 piet6 cung2 fung2
降頭,gong4 tiu2
自相殘殺,cu4 siong1 can2 sat5
字正腔圓,su4 zin4 kiong1 yen2
腳頭好,giok5 tiu2 hau3
乾濕褸,gon1 sip5 liu1
行山杖,hang2 san1 cong4
厚多士,hiu4 do1 su4
兩全其美,liong1 cien2 ki2 mui1
名不虛傳,min2 but5 hi1 con2
名落孫山,min2 lok6 sun1 san1
平定,pin2 tin4
色差,set5 ca1
酸鹼度,son1 gan3 tu4
進士,zin4 su4
當更,dong1 gang1
間距,gan4 ki3
乾水,gon1 sui3
冠冕,gon1 men1
安度,on1 tu4
審美觀,sim3 mui1 gon1
傳呼機,con2 fu1 gi1
德行,det5 hang2
捨命,sa3 min4
食力,sit6 lit6
小熊貓,siau3 yung2 miau4
吉人天相,git5 ngin2 tien1 siong4
狗會,giu3 fui4
要聞,yau4 vun2
三點三,sam1 diam3 sam1
臭名遠播,ciu4 min2 yen3 bo4
打側,da3 zet5
大逆不道,tai4 ngiak6 but5 tau4
黑啤,het5 bia1
名不副實,min2 but5 fu4 sit6
他調,ta1 tiau2
駝背,to2 boi4
正室,zin4 sit5
正手,zin4 siu3
打飛機,da3 fui1 gi1
乞食,ket5 sit6
聊勝於無,liau2 sin4 yi1 vu2
打茅波,da3 mau2 bo1
記仇,gi4 siu2
牛鬼蛇神,ngiu2 gui3 sa2 sin2
餅卡,biang3 kat6
泡沫經濟,pau1 mat6 gin1 zi4
天旋地轉,tien1 sien2 ti4 zon4
為人師表,vui2 ngin2 su1 biau3
好使好用,hau3 su3 hau3 yung4
惱人,lau3 ngin2
生番,sang1 fan1
上算,song4 son4
四更,si4 gang1
哥士的,go1 su4 dit5
吃重,ket5 cung1
恩平,en1 pin2
旅行家,li3 hang2 ga1
罪有應得,cui4 yiu1 yin1 det5
讀書會,tuk6 su1 fui4
憐惜,lien2 sit5
伴唱,pan4 cong4
打小報吿,da3 siau3 bau4 gau4
頂得順,din3 det5 sun4
唱和,cong4 fo4
日校,ngit5 gau4
十惡不赦,sip6 ok5 but5 sa4
成親,sin2 cin1
絕處逢生,ciet6 cu3 fung2 sang1
百毒不侵,bak5 tuk6 but5 cim1
泡飯,pau4 fan4
上官,song4 gon1
稱兄道弟,cin1 hiung1 tau4 ti4
打長途,da3 cong2 tu2
倒豎葱,dau3 su4 cung1
經濟論壇,gin1 zi4 lun4 tan2
早餐會,zau3 con1 fui4
離間,li2 gan4
撈過界,lau1 go4 gai4
食糖,sit6 tong2
縱橫交錯,zung1 vang2 gau1 co4
快靚正,kai4 liang4 zang4
好命,hau3 miang4
戇直,ngong4 cit6
年少氣盛,ngien2 sau4 hi4 sang4
雨褸,yi3 liu1
食滯,sit6 ce4
後背,hiu4 boi4
勾畫,giu1 vak6
天公地道,tien1 gung1 ti4 tau4
畫板,fa4 ban3
倒灌,dau4 gon4
打蛇餅,da3 sa2 biang3
好飲,hau3 yim3
詩情畫意,si1 cin2 fa4 yi4
抽象畫,ciu1 siong4 fa4
道觀,tau4 gon4
發神經,fat5 sin2 gin1
年輕有為,ngien2 kiang1 yiu1 vui2
上進心,song4 zin4 sim1
中拳,zung4 kien2
故技重施,gu4 ki3 cung2 si1
引經據典,yin3 gin1 gi3 dien3
飛車黨,fui1 ca1 dong3
裙腳仔,kiun2 giok5 zai3
和藹,fo2 oi3
一刀兩斷,yit5 dau1 liong1 ton4
省會,sen3 fui4
食水深,sit6 sui3 cim1
和而不同,fo2 yi2 but5 tung2
招財貓,zau1 coi2 miau4
部屬,pu4 suk6
全相,cien2 siong4
打水,da3 sui3
科長,ko1 zong3
耶穌會,ya2 su1 fui4
三扒兩撥,sam1 pa2 liong1 pat5
威士,vui1 si3
共享經濟,kiung4 hiong3 gin1 zi4
音調,yim1 tiau4
三五七,sam1 ng3 cit5
小食部,siau3 sit6 pu4
自毀長城,cu4 fui3 cong2 sang2
荷包蛋,ho2 bau1 tan4
好賺,hau3 can4
人力車,ngin2 lit6 ca1
食死貓,sit6 si3 miau4
不倒翁,but5 dau4 vung1
三角褲,sam1 gok5 fu4
相濡以沫,siong1 yi2 yi1 mat6
黃道,vong2 tau4
中階,zung1 gai1
不自量力,but5 cu4 liong4 lit6
訃吿,fu4 gau4
三隻手,sam1 zak5 siu3
散亂,san3 lon4
分餅仔,fun1 biang3 zai3
格食格,gak5 sit6 gak5
行禮如儀,hang2 li1 yi2 ngi2
師從,su1 cung2
打石膏,da3 sak6 gau1
頂更,din3 gang1
沒水,mi4 sui3
禪院,sam2 yen4
作壁上觀,zok5 biak5 song4 gon1
煲仔,bau1 zai3
大差,tai4 cai1
鼎鼎大名,din3 din3 tai4 min2
旁門左道,pong2 mun2 zo3 tau4
上週,song4 ziu1
白種人,pak6 zung3 ngin2
畫蛇添足,vak6 sa2 tiam1 zuk5
鏟平,can3 pin2
行當,hong2 dong1
辣椒仔,lat6 ziau1 zai3
調解員,tiau2 gai3 yen2
奏樂,ziu4 ngok6
卡爾文,ka1 li3 vun2
兩岸四地,liong1 ngan4 si4 ti4
雞仔聲,gai1 zai3 sang1
老羞成怒,lau3 siu1 sin2 lu4
成王敗寇,sin2 vong2 pai4 kiu4
調養,tiau2 yong1
正意,zin4 yi4
總的來説,zung3 dit5 loi2 sot5
不懷好意,but5 fai2 hau3 yi4
機場巴士,gi1 cong2 ba1 si3
省去,sen3 hi4
心靈雞湯,sim1 lin2 gai1 tong1
中飽私囊,zung1 bau3 su1 long2
電車站,tien4 ca1 zam4
喊驚,ham4 giang1
一便,yit5 pien4
一盤散沙,yit5 pan2 san3 sa1
無從稽考,vu2 cung2 ki1 kau3
武士刀,vu1 su4 dau1
年畫,ngien2 fa4
洗太平地,se3 tai4 pin2 ti4
黃種人,vong2 zung3 ngin2
不勝枚舉,but5 sin1 moi2 gi3
從中作梗,cung2 zung1 zok5 gang3
分甘同味,fun1 gam1 tung2 mui4
放長雙眼,fong4 cong2 sung1 ngan3
敲擊樂,kau1 git5 ngok6
龍蛇混雜,lung2 sa2 fun3 cap6
安卡拉,on1 ka1 lai1
同種,tung2 zung3
將官,ziong4 gon1
拔刀相助,pat6 dau1 siong1 co4
三餐不繼,sam1 con1 but5 gi4
和藹可親,fo2 oi3 ko3 cin1
百褶裙,bak5 zap5 kiun2
塞拉利昂,soi4 lai1 li4 ngong2
救傷車,giu4 song1 ca1
陰毒,yim1 tuk6
諗落,lem3 lok6
從容不迫,cung2 yung2 but5 bet5
倒戈相向,dau3 go1 siong1 hiong4
糖衣毒藥,tong2 yi1 tuk6 yok6
孤掌難鳴,gu1 zong3 lan2 min2
強詞奪理,kiong3 cu2 tot6 li1
身光頸靚,sin1 gong1 giang3 liang4
成蟲,sin2 cung2
靈媒,lin2 moi2
乾咳,gon1 ket5
好眼,hau3 ngan3
獸行,ciu4 hang2
各行各路,gok5 hang2 gok5 lu4
黑卡,het5 kat6
紅簿仔,fung2 pu1 zai3
應聲蟲,yin4 sang1 cung2
難以言喻,lan2 yi1 ngien2 yi4
散會,san4 fui4
蛇蟲鼠蟻,sa2 cung2 cu3 li1
死於非命,si3 yi1 fui1 miang4
重婚,cung2 fun1
閨中密友,gui1 zung1 mit6 yiu1
赫赫有名,het5 het5 yiu1 min2
飲飽食醉,yim3 bau3 sit6 zui4
日全食,ngit5 cien2 sit6
相聲,siong4 sang1
眾生相,zung4 sang1 siong4
大要,tai4 yau4
腳踏車,giok5 tap6 ca1
公共汽車,gung1 kiung4 ki4 ca1
鹹淡水,ham2 tam1 sui3
打橫行,da3 vang2 hang2
雞冠,gai1 gon1
孖襟,ma1 kim1
陪坐,pui2 co1
花仔,fa1 zai3
老頂,lau3 din3
露兩點,lu4 liong1 diam3
啤殼,bia1 hok5
功名,gung1 min2
康莊大道,kong1 zong1 tai4 tau4
耳背,ngi3 boi4
相由心生,siong4 yiu2 sim1 sang1
豐衣足食,fung1 yi1 zuk5 sit6
救車,giu4 ca1
陰陽相隔,yim1 yong2 siong1 gak5
陀仔,to2 zai3
會客,fui4 hak5
莞爾,van3 li3
設身處地,siet5 sin1 cu3 ti4
打打殺殺,da3 da3 sat5 sat5
舉腳贊成,gi3 giok5 zan4 sin2
一命嗚呼,yit5 min4 vu1 fu1
老當益壯,lau3 dong1 yit5 zong4
文質彬彬,vun2 zit5 bin1 bin1
服毒,fuk6 tuk6
碰碰車,pang4 pang4 ca1
食波餅,sit6 bo1 biang3
當仁不讓,dong1 yin2 but5 ngiong4
凡士林,fam2 su4 lim2
腳仔軟,giok5 zai3 ngion1
行色匆匆,hang2 set5 cung1 cung1
衣食無憂,yi1 sit6 vu2 yiu1
流行病,liu2 hang2 piang4
病好,piang4 hau3
梳打水,so1 da3 sui3
會章,fui4 zong1
倚仗,yi3 cong4
十三點,sip6 sam1 diam3
轉寄,zon3 gi4
閲讀理解,yet6 tuk6 li1 gai3
聽出耳油,tang4 cut5 ngi3 yiu2
好極,hau3 kit6
輾轉反側,zien3 zon3 fan3 zet5
講和,gong3 fo2
二更,ngi4 gang1
雍容華貴,yung1 yung2 fa2 gui4
神經衰弱,sin2 gin1 soi1 ngiok6
侍仔,si4 zai3
長生津,zong3 sang1 zin1
丁蟹效應,den1 hai3 hau4 yin4
奉吿,fung4 gau4
行得走得,hang2 det5 ziu3 det5
好仔,hau3 zai3
任重道遠,ngim4 cung4 tau4 yen3
老夫少妻,lau3 fu1 sau4 ci1
生命線,sang1 min4 sien4
醉貓,zui4 miau4
總掣,zung3 zi4
長夜,cong2 ya3
從輕發落,cung2 kiang1 fat5 lok6
打荷包,da3 ho2 bau1
的士佬,dit5 si3 lau3
應用科學,yin4 yung4 ko1 hok6
頭車,tiu2 ca1
參謀,cam1 miu2
打雷,da3 lui2
打齋,da3 zai1
頂爛市,din3 lan4 si4
梗塞,gang3 set5
三板,sam1 ban3
史觀,si3 gon1
太平門,tai4 pin2 mun2
海平面,hoi3 pin2 mien4
名噪一時,min2 cau4 yit5 si2
打直,da3 cit6
杯墊,bui1 tiap6
重影,cung2 yang3
毒感,tuk6 gam3
糟質,zau1 zit5
波長,bo1 cong2
長袖善舞,cong2 ciu4 sien4 mu3
孝道,hau4 tau4
奇難雜症,ki2 lan2 cap6 zin4
旋轉門,sien2 zon3 mun2
不平則鳴,but5 pin2 zet5 min2
波打,bo1 da3
茶水間,ca2 sui3 gan1
樂善好施,lok6 sien4 hau4 si1
無稽之談,vu2 ki1 zu1 tam2
中點,zung1 diam3
不假思索,but5 ga3 su1 sok5
傳波,con2 bo1
爛打,lan4 da3
連假,lien2 ga4
紙紮公仔,zi3 zat5 gung1 zai3
設為,siet5 vui2
低質,dai1 zit5
分線,fun4 sien4
敢作敢為,gam3 zok5 gam3 vui2
兩情相悦,liong1 cin2 siong1 yet6
省得,sen3 det5
撻車,dat5 ca1
大難臨頭,tai4 lan4 lim2 tiu2
頂峰,din3 fung1
生啤,sang1 bia1
霜降,song1 gong4
出奇制勝,cut5 ki2 zi4 sin1
鬼話,gui3 va4
難逃一劫,lan2 tau2 yit5 giap5
事關重大,su4 gan1 cung4 tai4
迴轉壽司,fui2 zon3 siu4 su1
打道回府,da3 tau4 fui2 fu3
當風,dong1 fung1
麩質,fu1 zit5
峰迴路轉,fung1 fui2 lu4 zon3
坐享其成,co4 hiong3 ki2 sin2
同仇敵愾,tung2 siu2 tit6 koi3
榮華富貴,yin2 fa2 fu4 gui4
風度翩翩,fung1 tu4 pien1 pien1
講兩句,gong3 liong1 gi4
老成,lau3 sin2
尾禡,mui1 nga2
惡頂,ok5 din3
三分波,sam1 fun1 bo1
參差不齊,cam1 ci1 but5 ce2
悔不當初,fui4 but5 dong1 co1
龜背,gui1 boi4
有礙觀瞻,yiu1 ngoi4 gon1 zam1
論功行賞,lun4 gung1 hang2 song3
被尾,pi1 mui1
心甘命抵,sim1 gam1 miang4 dai3
疏肝,so1 gon1
執正,zip5 zang4
罪惡感,cui4 ok5 gam3
一唱一和,yit5 cong4 yit5 fo2
一語中的,yit5 ngi1 zung4 dit5
義正詞嚴,ngi4 zin4 cu2 ngiam2
晾乾,long4 gon1
萍水相逢,pin2 sui3 siong1 fung2
三點不露,sam1 diam3 but5 lu4
相親相愛,siong1 cin1 siong1 oi4
喪盡天良,song4 cin4 tien1 liong2
轉接,zon3 ziap5
病貓,piang4 miau4
當紮,dong1 zat5
密使,mit6 si4
牙縫,nga2 fung2
替更,tai4 gang1
斷奶,ton1 lai1
橫行無忌,vang2 hang2 vu2 ki4
變調,bien4 tiau4
分憂,fun1 yiu1
恨錯,hen4 co4
食自己,sit6 cu4 gi3
長生店,cong2 sang1 diam4
大正,tai4 zin4
人格分裂,ngin2 gak5 fun1 liet6
損兵折將,sun3 bin1 ziet5 ziong4
替天行道,tai4 tien1 hang2 tau4
註解,zu4 gai3
表錯情,biau3 co4 cin2
分類廣吿,fun1 lui4 gong3 gau4
機會主義,gi1 fui4 zu3 ngi4
客家話,hak5 ga1 va4
禮崩樂壞,li1 ben1 ngok6 fai4
朝不保夕,zau1 but5 bau3 sip6
背熟,poi4 suk6
十月革命,sip6 ngiet6 gak5 min4
頂檔,din3 dong4
門當户對,mun2 dong1 fu4 dui4
泡泡浴,pau1 pau1 yuk5
神經元,sin2 gin1 ngien2
將心比己,ziong1 sim1 bi3 gi3
中庸之道,zung1 yung2 zu1 tau4
名望,min2 mong4
婆仔,po2 zai3
腎氣,sin4 hi4
相送,siong1 sung4
喪權辱國,song4 kien2 yuk6 get5
斷掌,ton1 zong3
短處,don3 cu4
腳背,giok5 boi4
乾煎,gon1 zien1
呱呱叫,va1 va1 giau4
校裙,gau4 kiun2
紅番,fung2 fan1
魚翅撈飯,ng2 ci4 lau1 fan4
實不相瞞,sit6 but5 siong1 man2
昇平,sin1 pin2
妻離子散,ci1 li2 zu3 san3
今鋪,gim1 pu1
好衰,hau3 soi1
哀樂,oi1 ngok6
受降,siu4 hong2
消解,siau1 gai3
通經,tung1 gin1
打鼻鼾,da3 pi4 hon2
調位,tiau4 vui4
監躉,gam1 dun3
好勇鬥狠,hau4 yung3 diu4 hen3
社會賢達,sa1 fui4 hien2 tat6
打風落雨,da3 fung1 lok6 yi3
頂罪,din3 cui4
應援,yin4 yen1
養車,yong1 ca1
三花,sam1 fa1
車工,ca1 gung1
打蛋,da3 tan4
黑車,het5 ca1
哭喪,kuk5 song1
面面觀,mien4 mien4 gon1
只玩,zit5 ngan2
餐會,con1 fui4
大卡士,tai4 ka1 si3
寒假,hon2 ga4
退避三舍,tui4 pi4 sam1 sa3
中衞,zung1 vui4
蛋散,tan4 san3
關公災難,gan1 gung1 zai1 lan4
行雷,hang2 lui2
耶和華,ya2 fo2 fa2
拖手仔,to1 siu3 zai3
車錢,ca1 cien2
長襪,cong2 mat5
