char,pron
重門深鎖,cung4 mung4 säm1 so2
風吹雨打,fung1 cöi1 yü1 da2
行街紙,hæng4 gai1 zi2
氣度,hi1 du6
摩星嶺,mo1 säng1 leng1
生冷,sæng1 læng1
毀譽參半,wäi2 yü6 cam1 bung1
血流成河,hük2 läu4 säng4 ho4
靚爆鏡,leng1 bau1 geng1
雷厲風行,löi4 läi6 fung1 häng4
墨守成規,mäk6 säu2 säng4 kwäi1
成就感,säng4 zäu6 gäm2
盡數,zäng6 su1
扁平足,bing2 päng4 zuk2
穿州過省,cüng1 zäu1 gwo1 sæng2
修士,säu1 si6
乾塘,gung1 tong4
參數,cam1 su1
才使,cöi4 säi2
幹道,gwung1 däu6
片頭,ping2 täu4
票房毒藥,piu1 fong4 duk6 yök6
三五成群,sam1 ng1 säng4 kwäng4
生人勿近,sæng1 yäng4 mäk6 gäng6
商業行為,söng1 yip6 häng4 wäi4
清道夫,cäng1 däu6 fu1
凝膠,yäng4 gau1
大有可為,dai6 yäu1 ho2 wäi4
浮生,fäu4 säng1
貨如輪轉,fo1 yü4 läng4 züng2
功敗垂成,gung1 bai6 söi4 säng4
國難,gwok2 næng6
平平安安,päng4 päng4 wung1 wung1
重臣,zung6 säng4
摸門釘,mo2 mung4 däng1
生不逢時,säng1 bäk2 fung4 si4
生色,säng1 säk2
走馬上任,zäu2 ma1 söng1 yäm6
圓領,yüng4 leng1
旋轉木馬,süng4 züng2 muk6 ma1
投其所好,täu4 ki4 so2 häu2
刺蝟,ci1 wäi6
底片,däi2 ping2
食蟹,säk6 hai1
聚精會神,zü6 zäng1 wui6 säng4
齊上齊落,cäi4 söng1 cäi4 lok6
厚道,häu1 däu6
地平線,di6 päng4 sing1
分庭抗禮,fäng1 täng4 kong1 läi1
歡樂時光,fung1 lok6 si4 gwong1
計量,gäi1 löng6
傍住,bong6 zü6
青綠色,ceng1 luk6 säk2
嬉皮士,hi1 pi4 si6
力爭上游,läk6 zäng1 söng6 yäu4
民不聊生,mäng4 bäk2 liu4 säng1
時時刻刻,si4 si4 häk2 häk2
自食其果,zi6 säk6 ki4 gwo2
零散,läng4 sæng1
撮要,cük2 yiu1
打蠟,da2 lap6
打字機,da2 zi6 gi1
風馳電掣,fung1 ci4 ding6 zäi1
口沒遮攔,häu2 muk6 ze1 læng4
牛仔裙,ngäu4 zäi2 kwäng4
射住,se6 zü6
數簿,su1 bu2
長頭髮,cöng4 täu4 fæk2
生煎包,sæng1 zing1 bau1
和好如初,wo4 häu2 yü4 co1
跛腳,bäi1 gök2
金卡,gäm1 kæk2
機會成本,gi1 wui6 säng4 bung2
海水化淡,fui2 söi2 fa1 tam1
自説自話,zi6 sük2 zi6 wa6
傳呼,cüng4 fu1
上億,söng1 yäk2
頂手,däng2 säu2
一語道破,yäk2 yü1 däu6 po1
簽卡,cim1 kæk2
強盛,köng4 säng6
瞭望,liu4 mong6
撈家,läu1 ga1
腎虛,säng6 hü1
腎上腺,säng6 söng6 sing1
不打緊,bäk2 da2 gäng2
下款,ha6 fung2
熊貓眼,hung4 mau1 ngæng1
寥寥無幾,liu4 liu4 mu4 gi2
破處,po1 cü1
少校,siu1 gau1
頂點,däng2 dim2
兩文三語,löng1 mäng4 sam1 yü1
明解,mäng4 gai2
散裝,sæng2 zong1
讀寫障礙,duk6 se2 zöng1 wui6
下便,ha6 bing6
胸墊,hung1 zing1
忍辱負重,yäng1 yuk6 fu6 zung6
琅琅上口,long4 long4 söng1 häu2
報細數,bäu1 säi1 su1
人造衞星,yäng4 zäu6 wäi6 säng1
不時不食,bäk2 si4 bäk2 säk6
點錯相,dim2 co1 söng1
笑咪咪,siu1 mi1 mi1
近水樓台,gäng6 söi2 läu4 töi4
難食,næng4 säk6
少年人,siu1 ning4 yäng4
情急之下,cäng4 gäp2 zi1 ha6
分秒必爭,fäng1 miu1 bik2 zäng1
乜鬼,mäk2 gwäi2
生厭,säng1 yim1
下級,ha6 käp2
銀兩,ngäng4 löng2
點醒,dim2 seng2
功德無量,gung1 däk2 mu4 löng4
易容,yäk6 yung4
彈票,dæng6 piu1
海量,fui2 löng6
好靜,häu2 zäng6
生肉,sæng1 yuk6
下課,ha6 fo1
沒趣,muk6 cü1
平心靜氣,päng4 säm1 zäng6 hi1
侍從,si6 cung4
裝假狗,zong1 ga2 gäu2
老鼠仔,läu1 sü2 zäi2
壁壘分明,bäk2 löi1 fäng1 mäng4
食相,säk6 söng1
不一會,bäk2 yäk2 wui6
陳腔濫調,cäng4 hong1 lam1 diu6
乾花,gung1 fa1
約定俗成,yök2 däng6 zuk6 säng4
上肢,söng6 zi1
調兵遣將,diu6 bäng1 hing2 zöng1
有色人種,yäu1 säk2 yäng4 zung2
強差人意,köng1 ca1 yäng4 yi1
三讀,sam1 duk6
陶器,täu4 hi1
為口奔馳,wäi4 häu2 bäng1 ci4
為口奔馳,wäi6 häu2 bäng1 ci4
打書釘,da2 sü1 däng1
調換,diu6 wung6
劍道,gim1 däu6
行行企企,hæng4 hæng4 ki1 ki1
四分五裂,si1 fäng1 ng1 lik6
上晝,söng6 zäu1
會戰,wui6 zing1
半鹹淡,bung1 ham4 tam1
單撈,dæng1 läu1
定食,däng6 säk6
粵語長片,yük6 yü1 cöng4 ping2
網上商店,mong1 söng6 söng1 dim1
性伴,säng1 bung6
差錯,ca1 co1
畜生,cuk2 säng1
分攤,fäng1 tæng1
家傳户曉,ga1 cüng4 wu6 hiu2
生鐵,sæng1 tik2
不可吿人,bäk2 ho2 gäu1 yäng4
車衣,ce1 yi1
打油詩,da2 yäu4 si1
大力士,dai6 läk6 si6
麥樂雞,mæk6 lok6 gäi1
死貓,si2 mau1
喪心病狂,song1 säm1 beng6 kwong4
粟米片,suk2 mai1 ping2
從簡,cung4 gæng2
一拍兩散,yäk2 pæk2 löng1 sæng1
漫不經心,mæng6 bäk2 gäng1 säm1
垂頭喪氣,söi4 täu4 song1 hi1
罪大惡極,zöi6 dai6 ok2 gik6
水牛芝士,söi2 ngäu4 zi1 si2
質子,zäk2 zi2
敗家仔,bai6 ga1 zäi2
陛下,bäi6 ha6
分機,fäng1 gi1
校譽,hau6 yü6
論斷,läng6 düng6
喪偶,song1 ngäu1
萬惡,mæng6 ok2
天倫之樂,ting1 läng4 zi1 lok6
長進,zöng2 zäng1
毒資,duk6 zi1
乘涼,säng4 löng4
白金卡,bæk6 gäm1 ka1
特更,däk6 gæng1
掛斷,gwa1 tüng1
險要,him2 yiu1
水到渠成,söi2 däu1 kü4 säng4
華氏,wa4 si6
和平共處,wo4 päng4 gung6 cü1
精讀,zäng1 duk6
獨力難支,duk6 läk6 næng4 zi1
衣車,yi1 ce1
胡作非為,wu4 zok2 fi1 wäi4
分子料理,fäng6 zi2 liu6 li1
乾鮑,gung1 bau1
慢慢行,mæng6 mæng6 häng4
小食亭,siu2 säk6 täng4
刻畫,häk2 wæk6
陰間,yäm1 gæng1
片集,ping2 zap6
善長仁翁,sing6 zöng2 yäng4 yung1
天生一對,ting1 sæng1 yäk2 döi1
早會,zäu2 wui6
強顏歡笑,köng1 ngæng4 fung1 siu1
生日卡,sæng1 yäk6 kæk2
食豬,säk6 zü1
發胖,fæk2 bung6
狠毒,häng2 duk6
生花,sæng1 fa1
梳打,so1 da2
府上,fu2 söng6
更代,gäng1 döi6
一網成擒,yäk2 mong1 säng4 käm4
宣傳教育,süng1 cüng4 gäu1 yuk6
讀本,duk6 bung2
油然而生,yäu4 ying4 yi4 säng1
無解,mu4 gai2
身先士卒,säng1 sing1 si6 zäk2
蘇彝士,su1 yi4 si6
集散地,zap6 sæng1 di6
左右為難,zo2 yäu6 wäi4 næng4
掌上明珠,zöng2 söng6 mäng4 zü1
食肉獸,säk6 yuk6 säu1
暗處,äm1 cü1
車水馬龍,gü1 söi2 ma1 lung4
心領神會,säm1 läng1 säng4 wui6
絕頂,zük6 däng2
隨傳隨到,cöi4 cüng4 cöi4 däu1
打垮,da2 kwa1
貨仔,fo1 zäi2
合而為一,häp6 yi4 wäi4 yäk2
螺絲釘,lo4 si1 däng1
難逢,næng4 fung4
打蛇,da2 se4
凳仔,däng1 zäi2
共患難,gung6 wæng6 næng6
手作仔,säu2 zok2 zäi2
畫功,wa6 gung1
碗仔翅,wung2 zäi2 ci1
粘米粉,zim1 mai1 fäng2
打埋,da2 mai4
肥皂泡,fi4 zäu6 päu1
洋參,yöng4 säm1
捕食,bu6 säk6
打醒精神,da2 seng2 zäng1 säng4
大小二便,dai6 siu2 yi6 bing6
倒霉,däu2 mui4
各為其主,gok2 wäi6 ki4 zü2
惡死,ok2 si2
生水,sæng1 söi2
勢成水火,säi1 säng4 söi2 fo2
華埠,wa4 fäu6
坐定粒六,zo6 däng6 näp2 luk6
種金,zung1 gäm1
重工業,cung1 gung1 yip6
番茄汁,fæng1 kö4 zäp2
健身單車,ging6 säng1 dæng1 ce1
好世界,häu2 säi1 gai1
三年抱兩,sam1 ning4 päu1 löng1
出生入死,cäk2 säng1 yäp6 si2
幾何級數,gi2 ho4 käp2 su1
以訛傳訛,yi1 ngo4 cüng4 ngo4
水平線,söi2 päng4 sing1
傳熱,cüng4 ngik6
隊啤,döi6 be1
路數,lu6 su1
暴虐,bäu6 yök6
嬌生慣養,giu1 säng1 gwæng1 yöng1
閒着,hæng4 zök6
生不如死,säng1 bäk2 yü4 si2
格仔恤,gæk2 zäi2 säk2
害處,fui6 cü1
磨牙,mo4 nga4
釘子,däng1 zi2
泡影,pau1 yäng2
大小通吃,dai6 siu2 tung1 hek2
彈弓手,dæng6 gung1 säu2
善解人意,sing6 gai2 yäng4 yi1
做生日,zu6 sæng1 yäk6
並駕齊驅,bäng6 ga1 cäi4 kü1
湊仔公,cäu1 zäi2 gung1
重獲新生,cung4 wok6 säng1 säng1
呼和浩特,fu1 wo4 häu6 däk6
哪吒,na4 za1
手車,säu2 ce1
衞生紙,wäi6 säng1 zi2
動彈,dung6 dæng6
弱肉強食,yök6 yuk6 köng4 säk6
月食,ngük6 säk6
霎時間,sap2 si4 gæng1
歎為觀止,tæng1 wäi4 gwung1 zi2
啤啤熊,be1 be1 hung4
代代相傳,döi6 döi6 söng1 cüng4
石刻,sek6 häk2
早更,zäu2 gæng1
會務,wui6 mu6
解酒,gai2 zäu2
難纏,næng4 cing4
死難,si2 næng6
信差,säng1 cai1
暴富,bäu6 fu1
荒山野嶺,fong1 sæng1 ye1 leng1
度度,du6 du6
分體,fäng1 täi2
小調,siu2 diu6
口耳相傳,häu2 yi1 söng1 cüng4
藕斷絲連,ngäu1 düng6 si1 ling4
披頭散髮,pi1 täu4 sæng2 fæk2
高等院校,gäu1 däng2 yüng6 hau6
上裝,söng6 zong1
背山面海,bui1 sæng1 ming6 fui2
重賞,cung1 söng2
一鑊泡,yäk2 wok6 päu1
強打,köng4 da2
村校,cüng1 hau6
喊打喊殺,ham1 da2 ham1 sæk2
人強馬壯,yäng4 köng4 ma1 zong1
連坐,ling4 zo6
心上人,säm1 söng6 yäng4
蛇羹,se4 gäng1
甘拜下風,gäm1 bai1 ha6 fung1
一言一行,yäk2 ying4 yäk2 häng4
聯歡會,lüng4 fung1 wui6
平排,päng4 pai4
嘔心瀝血,äu2 säm1 läk2 hük2
青草,cäng1 cäu2
垃圾分類,lap6 sap2 fäng1 löi6
空中少爺,hung1 zung1 siu1 ye4
假戲真做,ga2 hi1 zäng1 zu6
易潔鑊,yi6 gik2 wok6
天下太平,ting1 ha6 tai1 päng4
打冷震,da2 læng1 zäng1
引以為榮,yäng1 yi1 wäi4 wäng4
西多士,säi1 do1 si2
身首異處,säng1 säu2 yi6 cü1
專上教育,züng1 söng6 gäu1 yuk6
閉上,bäi1 söng1
仰卧起坐,yöng1 ngo6 hi2 co1
惡名昭彰,ok2 mäng4 ziu1 zöng1
泡打粉,pau1 da2 fäng2
使節,si1 zik2
食蕉,säk6 ziu1
尖酸刻薄,zim1 süng1 häk2 bok6
傳揚,cüng4 yöng4
彈珠機,dæng6 zü1 gi1
短傳,düng2 cüng4
稽查,käi1 ca4
從今以後,cung4 gäm1 yi1 häu6
相好,söng1 häu2
數目字,su1 muk6 zi6
天氣報吿,ting1 hi1 bäu1 gäu1
天生麗質,ting1 sæng1 läi6 zäk2
席地而坐,zäk6 di6 yi4 zo6
長治久安,cöng4 zi6 gäu2 wung1
百分率,bæk2 fäng6 läk6
久經,gäu2 gäng1
江河日下,gong1 ho4 yäk6 ha6
樂譜,ngok6 pu2
魂飛魄散,wäng4 fi1 pæk2 sæng1
差事,cai1 si6
寸土必爭,cüng1 tu2 bik2 zäng1
碰釘,pung1 däng1
四重奏,si1 cung4 zäu1
解款,gai1 fung2
更生人士,gäng1 sæng1 yäng4 si6
因數,yäng1 su1
落畫,lok6 wa6
冇行,mäu1 hong4
淡奶,tam1 nai1
黃賭毒,wong4 du2 duk6
背對,bui1 döi1
獨生子,duk6 säng1 zi2
行屍走肉,häng4 si1 zäu2 yuk6
頃刻,käng1 häk2
輪更,läng4 gæng1
勉為其難,ming1 wäi4 ki4 næng4
調劑,tiu4 zäi1
雜種,zap6 zung2
種族清洗,zung2 zuk6 cäng1 säi2
謹言慎行,gäng2 ying4 säng6 häng4
校風,hau6 fung1
生根,sæng1 gäng1
生意興隆,sæng1 yi1 häng1 lung4
校訓,hau6 fäng1
強人所難,köng1 yäng4 so2 næng4
被套,pi1 täu1
省招牌,sæng2 ziu1 pai4
吿示板,gäu1 si6 bæng2
上壓,söng6 æk2
獨斷獨行,duk6 düng6 duk6 häng4
劫難,gip2 næng6
行書,hæng4 sü1
優柔寡斷,yäu1 yäu4 gwa2 düng6
成為事實,säng4 wäi4 si6 säk6
少甜,siu2 tim4
揀飲擇食,gæng2 yäm2 zæk6 säk6
工仔,gung1 zäi2
望天打卦,mong6 ting1 da2 gwa1
太平盛世,tai1 päng4 säng6 säi1
以物易物,yi1 mäk6 yäk6 mäk6
楷模,kai2 mu4
打比賽,da2 bi2 cöi1
乾杯,gung1 bui1
顛倒黑白,ding1 däu2 häk2 bæk6
結為,gik2 wäi4
兇神惡煞,hung1 säng4 ok2 sæk2
迎頭趕上,yäng4 täu4 gwung2 söng1
潰不成軍,kwui2 bäk2 säng4 gwäng1
嘍囉,läu4 lo4
難為情,næng4 wäi4 cäng4
醒目仔,säng2 muk6 zäi2
會意,wui6 yi1
砌生豬肉,cäi1 sæng1 zü1 yuk6
長時,cöng4 si4
一技之長,yäk2 gi6 zi1 cöng4
有口難言,yäu1 häu2 næng4 ying4
平素,päng4 su1
長命百歲,cöng4 mäng6 bæk2 söi1
久別重逢,gäu2 bik6 cung4 fung4
降頭,gong1 täu4
腳頭好,gök2 täu4 häu2
乾濕褸,gung1 säp2 läu1
瓜田李下,gwa1 ting4 li1 ha6
行山杖,hæng4 sæng1 zöng6
厚多士,häu1 do1 si6
兩全其美,löng1 cüng4 ki4 mi1
名不虛傳,mäng4 bäk2 hü1 cüng4
平定,päng4 däng6
色差,säk2 ca1
酸鹼度,süng1 gæng2 du6
進士,zäng1 si6
早着先機,zäu2 zök6 sing1 gi1
當更,dong1 gæng1
間距,gæng1 kü1
乾水,gung1 söi2
安度,wung1 du6
傳呼機,cüng4 fu1 gi1
德行,däk2 häng6
有數得計,yäu1 su1 däk2 gäi1
食力,säk6 läk6
小熊貓,siu2 hung4 mau1
暈陀陀,wäng4 to4 to4
狗會,gäu2 wui6
要聞,yiu1 mäng4
打側,da2 zäk2
大逆不道,dai6 yäk6 bäk2 däu6
化整為零,fa1 zäng2 wäi4 läng4
黑啤,häk2 be1
他調,ta1 tiu4
駝背,to4 bui1
打飛機,da2 fi1 gi1
乞食,häk2 säk6
打茅波,da2 mau4 bo1
記仇,gi1 säu4
企領,ki1 leng1
牛鬼蛇神,ngäu4 gwäi2 se4 säng4
生理鹽水,säng1 li1 yim4 söi2
餅卡,beng2 kæk2
泡沫經濟,päu1 muk6 gäng1 zäi1
天旋地轉,ting1 süng4 di6 züng1
為人師表,wäi4 yäng4 si1 biu2
好使好用,häu2 säi2 häu2 yung6
生番,sæng1 fæng1
上算,söng6 süng1
四更,si1 gæng1
哥士的,go1 si6 däk2
吃重,hek2 cung1
恩平,yäng1 päng4
旅行家,lü1 hæng4 ga1
讀書會,duk6 sü1 wui6
憐惜,ling4 säk2
伴唱,bung6 cöng1
打小報吿,da2 siu2 bäu1 gäu1
頂得順,däng2 däk2 säng6
捉錯用神,zuk2 co1 yung6 säng4
唱和,cöng1 wo6
長空,cöng4 hung1
日校,yäk6 hau6
十惡不赦,säp6 ok2 bäk2 se1
成親,säng4 cäng1
絕處逢生,zük6 cü1 fung4 säng1
百毒不侵,bæk2 duk6 bäk2 cäm1
泡飯,pau1 fæng6
上官,söng6 gwung1
稱兄道弟,cäng1 häng1 däu6 däi6
打長途,da2 cöng4 tu4
倒豎葱,däu2 sü6 cung1
經濟論壇,gäng1 zäi1 läng6 tæng4
近柱,käng1 cü1
適者生存,säk2 ze2 säng1 cüng4
早餐會,zäu2 cäng1 wui6
離間,li4 gæng1
撈過界,läu1 gwo1 gai1
食糖,säk6 tong4
上聲,söng1 säng1
縱橫交錯,zung1 wæng4 gau1 co1
快靚正,fai1 leng1 zäng1
好命,häu2 mäng6
戇直,ngong6 zäk6
年少氣盛,ning4 siu1 hi1 säng6
與世無爭,yü1 säi1 mu4 zäng1
食滯,säk6 zäi6
後背,häu6 bui1
勾畫,ngäu1 wæk6
天公地道,ting1 gung1 di6 däu6
畫板,wa6 bæng2
倒灌,däu1 gwung1
打蛇餅,da2 se4 beng2
好飲,häu2 yäm2
剝花生,mok2 fa1 säng1
詩情畫意,si1 cäng4 wa6 yi1
抽象畫,cäu1 zöng6 wa6
道觀,däu6 gwung1
發神經,fæk2 säng4 gäng1
年輕有為,ning4 häng1 yäu1 wäi4
上進心,söng6 zäng1 säm1
故技重施,gwu1 gi6 cung4 si1
引經據典,yäng1 gäng1 gü1 ding2
天公造美,ting1 gung1 zäu6 mi1
飛車黨,fi1 ce1 dong2
裙腳仔,kwäng4 gök2 zäi2
和藹,wo4 wui2
一刀兩斷,yäk2 däu1 löng1 düng6
省會,sæng2 wui6
食水深,säk6 söi2 säm1
和而不同,wo4 yi4 bäk2 tung4
招財貓,ziu1 cöi4 mau1
部屬,bu6 suk6
打水,da2 söi2
科長,fo1 zöng2
耶穌會,ye4 su1 wui6
三扒兩撥,sam1 pa4 löng1 buk6
威士,wäi1 si2
共享經濟,gung6 höng2 gäng1 zäi1
音調,yäm1 diu6
小食部,siu2 säk6 bu6
自毀長城,zi6 wäi2 cöng4 säng4
荷包蛋,ho4 bau1 dæng6
好賺,häu2 zæng6
人力車,yäng4 läk6 ce1
食死貓,säk6 si2 mau1
不倒翁,bäk2 däu1 yung1
彩數,cöi2 su1
黃道,wong4 däu6
爭地盤,zæng1 di6 pung4
自討苦吃,zi6 täu2 fu2 hek2
不自量力,bäk2 zi6 löng6 läk6
訃吿,fu6 gäu1
散亂,sæng2 lüng6
分餅仔,fäng1 beng2 zäi2
格食格,gæk2 säk6 gæk2
行禮如儀,häng4 läi1 yü4 yi4
師從,si1 cung4
打石膏,da2 sek6 gäu1
頂更,däng2 gæng1
沒水,mi6 söi2
禪院,sim4 yüng6
作壁上觀,zok2 bäk2 söng6 gwung1
造次,zäu6 ci1
煲仔,bäu1 zäi2
大差,dai6 cai1
旁門左道,pong4 mung4 zo2 däu6
上週,söng6 zäu1
白種人,bæk6 zung2 yäng4
畫蛇添足,wæk6 se4 tim1 zuk2
鏟平,cæng2 päng4
下等,ha6 däng2
行當,hong4 dong1
辣椒仔,læk6 ziu1 zäi2
世仇,säi1 säu4
調解員,tiu4 gai2 yüng4
領港,läng1 gong2
衞生官員,wäi6 säng1 gwung1 yüng4
奏樂,zäu1 ngok6
蒸蒸日上,zäng1 zäng1 yäk6 söng1
反目成仇,fæng2 muk6 säng4 säu4
卡爾文,ka1 yi1 mäng4
兩岸四地,löng1 wung6 si1 di6
男女老少,nam4 nü1 läu1 siu1
心理衞生,säm1 li1 wäi6 säng1
鋤強扶弱,co4 köng4 fu4 yök6
釘死,däng1 si2
雞仔聲,gäi1 zäi2 säng1
下壓,ha6 æk2
老羞成怒,läu1 säu1 säng4 nu6
成王敗寇,säng4 wong4 bai6 käu1
調養,tiu4 yöng1
總的來説,zung2 däk2 löi4 sük2
不懷好意,bäk2 wai4 häu2 yi1
機場巴士,gi1 cöng4 ba1 si2
省去,sæng2 hü1
電車站,ding6 ce1 zam6
一便,yäk2 bing6
一盤散沙,yäk2 pung4 sæng2 sa1
無從稽考,mu4 cung4 käi1 hau2
武士刀,mu1 si6 däu1
年畫,ning4 wa6
洗太平地,säi2 tai1 päng4 di6
黃種人,wong4 zung2 yäng4
從中作梗,cung4 zung1 zok2 gäng2
分甘同味,fäng1 gäm1 tung4 mi6
青斑,ceng1 bæng1
放長雙眼,fong1 cöng4 söng1 ngæng1
敲擊樂,hau1 gäk2 ngok6
刻苦耐勞,häk2 fu2 nöi6 läu4
龍蛇混雜,lung4 se4 wäng6 zap6
安卡拉,wung1 ka1 lai1
生生不息,säng1 säng1 bäk2 säk2
同種,tung4 zung2
造神,zäu6 säng4
和藹可親,wo4 wui2 ho2 cäng1
百褶裙,bæk2 zip2 kwäng4
塞拉利昂,cöi1 lai1 li6 ngong4
救傷車,gäu1 söng1 ce1
陰毒,yäm1 duk6
諗落,näm2 lok6
從容不迫,sung1 yung4 bäk2 bäk2
倒戈相向,däu2 gwo1 söng1 höng1
糖衣毒藥,tong4 yi1 duk6 yök6
孤掌難鳴,gwu1 zöng2 næng4 mäng4
強詞奪理,köng1 ci4 dük6 li1
身光頸靚,säng1 gwong1 geng2 leng1
成蟲,säng4 cung4
數不盡,su2 bäk2 zäng6
淡口,tam1 häu2
安生,wung1 säng1
粗製濫造,cu1 zäi1 lam1 zäu6
乾咳,gung1 käk2
好眼,häu2 ngæng1
獸行,säu1 häng6
各行各路,gok2 hæng4 gok2 lu6
黑卡,häk2 kæk2
紅簿仔,hung4 bu2 zäi2
難以言喻,næng4 yi1 ying4 yü6
散會,sæng1 wui6
蛇蟲鼠蟻,se4 cung4 sü2 ngäi1
爭雄,zäng1 hung4
捉蛇,zuk2 se4
重婚,cung4 fäng1
飲飽食醉,yäm2 bau2 säk6 zöi1
日全食,yäk6 cüng4 säk6
頭暈眼花,täu4 wäng4 ngæng1 fa1
暈浪,wäng4 long6
眾生相,zung1 säng1 söng1
大要,dai6 yiu1
腳踏車,gök2 dap6 ce1
公共汽車,gung1 gung6 hi1 ce1
鹹淡水,ham4 tam1 söi2
數理,su1 li1
打橫行,da2 wæng4 hæng4
孖襟,ma1 käm1
陪坐,pui4 co1
花仔,fa1 zäi2
老頂,läu1 däng2
露兩點,lu6 löng1 dim2
啤殼,be1 hok2
康莊大道,hong1 zong1 dai6 däu6
耳背,yi1 bui1
相由心生,söng1 yäu4 säm1 säng1
豐衣足食,fung1 yi1 zuk2 säk6
救車,gäu1 ce1
陀仔,to4 zäi2
會客,wui6 hæk2
莞爾,wung1 yi1
設身處地,cik2 säng1 cü1 di6
打打殺殺,da2 da2 sæk2 sæk2
舉腳贊成,gü2 gök2 zæng1 säng4
拉上補下,lai1 söng6 bu2 ha6
文質彬彬,mäng4 zäk2 bäng1 bäng1
處女下海,cü1 nü1 ha6 fui2
天下為公,ting1 ha6 wäi4 gung1
服毒,fuk6 duk6
碰碰車,pung1 pung1 ce1
食波餅,säk6 bo1 beng2
凡士林,fæng4 si6 läm4
腳仔軟,gök2 zäi2 yüng1
行色匆匆,häng4 säk2 cung1 cung1
衣食無憂,yi1 säk6 mu4 yäu1
流行病,läu4 häng4 beng6
病好,beng6 häu2
肥仔水,fi4 zäi2 söi2
燕麥片,ying1 mæk6 ping2
梳打水,so1 da2 söi2
會章,wui6 zöng1
倚仗,yi2 zöng6
爭一口氣,zäng1 yäk2 häu2 hi1
轉寄,züng2 gi1
頸梗,geng2 gäng2
閲讀理解,yük6 duk6 li1 gai2
神出鬼沒,säng4 cäk2 gwäi2 muk6
下氣,ha6 hi1
好極,häu2 gik6
輾轉反側,zing2 züng2 fæng2 zäk2
講和,gong2 wo4
二更,yi6 gæng1
雍容華貴,yung1 yung4 wa4 gwäi1
神經衰弱,säng4 gäng1 söi1 yök6
侍仔,si6 zäi2
長生津,zöng2 sæng1 zäng1
奉吿,fung6 gäu1
行得走得,hæng4 däk2 zäu2 däk2
好仔,häu2 zäi2
任重道遠,yäm6 zung6 däu6 yüng1
老夫少妻,läu1 fu1 siu1 cäi1
生命線,säng1 mäng6 sing1
生無可戀,säng1 mu4 ho2 lüng2
醉貓,zöi1 mau1
做數,zu6 su1
總掣,zung2 zäi1
長夜,cöng4 ye6
從輕發落,cung4 häng1 fæk2 lok6
打荷包,da2 ho4 bau1
的士佬,däk2 si2 läu2
審時度勢,säm2 si4 dok6 säi1
頭車,täu4 ce1
參謀,cam1 mäu4
打雷,da2 löi4
打齋,da2 zai1
頂爛市,däng2 læng6 si1
梗塞,gäng2 säk2
太平門,tai1 päng4 mung4
海平面,fui2 päng4 ming6
打直,da2 zäk6
杯墊,bui1 zing1
親生骨肉,cäng1 sæng1 gwäk2 yuk6
重影,cung4 yäng2
毒感,duk6 gäm2
糟質,zäu1 zäk2
波長,bo1 cöng4
長袖善舞,cöng4 zäu6 sing6 mu1
孝道,hau1 däu6
奇難雜症,ki4 næng4 zap6 zäng1
旋轉門,süng4 züng2 mung4
不平則鳴,bäk2 päng4 zäk2 mäng4
波打,bo1 da2
茶水間,ca4 söi2 gæng1
樂善好施,lok6 sing6 häu1 si1
無稽之談,mu4 käi1 zi1 tam4
不假思索,bäk2 ga2 si1 sok2
傳波,cüng4 bo1
爛打,læng6 da2
連假,ling4 ga1
紙紮公仔,zi2 zæk2 gung1 zäi2
設為,cik2 wäi4
低質,däi1 zäk2
分線,fäng6 sing1
敢作敢為,gäm2 zok2 gäm2 wäi4
兩情相悦,löng1 cäng4 söng1 yük6
省得,sæng2 däk2
撻車,dæk2 ce1
大難臨頭,dai6 næng6 läm4 täu4
頂峰,däng2 fung1
生啤,sæng1 be1
霜降,söng1 gong1
幻燈片,wæng6 däng1 ping2
實話實説,säk6 wa6 säk6 sük2
難逃一劫,næng4 täu4 yäk2 gip2
事關重大,si6 gwæng1 zung6 dai6
迴轉壽司,wui4 züng2 säu6 si1
打道回府,da2 däu6 wui4 fu2
麩質,fu1 zäk2
峰迴路轉,fung1 wui4 lu6 züng2
野仔,ye1 zäi2
坐享其成,zo6 höng2 ki4 säng4
同仇敵愾,tung4 säu4 däk6 kwui1
榮華富貴,wäng4 wa4 fu1 gwäi1
風度翩翩,fung1 du6 ping1 ping1
講兩句,gong2 löng1 gü1
老成,läu1 säng4
尾禡,mi1 nga4
惡頂,ok2 däng2
三分波,sam1 fäng1 bo1
參差不齊,cam1 ci1 bäk2 cäi4
龜背,gwäi1 bui1
鱗片,läng4 ping2
論功行賞,läng6 gung1 häng4 söng2
被尾,pi1 mi1
罪惡感,zöi6 ok2 gäm2
好口,häu2 häu2
一唱一和,yäk2 cöng1 yäk2 wo4
晾乾,long6 gung1
喪盡天良,song1 zäng6 ting1 löng4
轉接,züng2 zip2
病貓,beng6 mau1
密使,mäk6 si1
牙縫,nga4 fung4
生蟲,sæng1 cung4
替更,täi1 gæng1
斷奶,tüng1 nai1
橫行無忌,wæng4 häng4 mu4 gi6
變調,bing1 diu6
分憂,fäng1 yäu1
恨錯,häng6 co1
卧底行動,ngo6 däi2 häng4 dung6
食自己,säk6 zi6 gi2
長生店,cöng4 säng1 dim1
人格分裂,yäng4 gæk2 fäng1 lik6
替天行道,täi1 ting1 häng4 däu6
註解,zü1 gai2
邊青,bing1 cäng1
表錯情,biu2 co1 cäng4
獨市生意,duk6 si1 sæng1 yi1
